0.40662E+02 0.51679E-01 0.00000E+01 4940026 0 0 166552 0.40954E+04 0.00000E+01 0.40662E+02
1 40.033 1.4172 6.3325 20899.0 40.033
2 41.554 0.54315 3.3067 6668.5 41.554
3 40.583 0.21445 1.8905 2770.6 40.583
4 40.162 1.5284 4.8136 9522.6 40.162
5 39.866 0.68236 3.0619 9810.7 39.866
6 41.222 0.30305 1.8599 4325.5 41.222
7 40.623 1.4737 6.4893 18924.0 40.623
8 40.151 0.54122 3.4101 5563.1 40.151
9 40.97 0.23148 2.0214 3251.7 40.97
10 39.249 1.9577 6.3093 13086.0 39.249
11 40.991 0.74879 3.2677 5651.8 40.991
12 40.78 0.31798 1.9726 2571.8 40.78
13 41.364 2.4803 7.5847 18508.0 41.364
14 39.621 0.76482 3.4531 5697.7 39.621
15 40.467 0.34139 2.1342 3028.0 40.467
16 39.809 1.3541 4.3027 8570.0 39.809
17 42.836 2.4411 10.194 75889.0 42.836
18 40.216 0.28209 1.7745 1842.2 40.216
19 41.891 1.1516 4.9175 12617.0 41.891
20 40.4 0.39052 2.4454 2597.5 40.4
21 40.824 0.19399 1.7001 1946.2 40.824
22 40.299 1.3176 5.8486 14833.0 40.299
23 40.189 0.46136 2.9042 3309.8 40.189
24 40.734 0.21 1.8445 2688.2 40.734
25 41.081 1.7948 5.5262 10690.0 41.081
26 39.898 0.66596 2.9859 9548.0 39.898
27 40.99 0.30824 1.9024 2586.9 40.99
28 39.79 1.0154 4.5649 9931.7 39.79
29 40.512 0.40612 2.536 2668.7 40.512
30 40.916 0.23152 2.0245 10496.0 40.916
31 40.393 1.4652 4.5882 9899.0 40.393
32 40.634 0.6187 2.7237 6550.5 40.634
33 40.733 0.27954 1.7361 5189.9 40.733
34 40.059 0.90823 4.0558 8204.4 40.059
35 40.71 0.36359 2.2595 7214.3 40.71
36 40.609 0.17811 1.5692 3809.8 40.609
37 37.985 1.2216 4.0681 7892.2 37.985
38 40.884 0.6002 2.6261 5200.8 40.884
39 40.285 0.27665 1.7373 3370.3 40.285
40 38.332 1.5655 7.3056 23582.0 38.332
41 40.355 0.66477 4.1674 9898.2 40.355
42 40.528 0.26231 2.3156 3098.8 40.528
43 39.718 1.2472 3.9722 6350.7 39.718
44 41.22 0.57531 2.4968 3410.2 41.22
45 40.673 0.26091 1.6228 1771.5 40.673
46 43.471 3.2448 9.4416 32344.0 43.471
47 42.211 0.85735 3.6334 6313.8 42.211
48 40.721 0.30942 1.9223 2691.5 40.721
49 40.371 2.1768 6.8205 13838.0 40.371
50 40.649 0.85172 3.7482 8004.7 40.649
51 40.573 0.34943 2.1788 3381.5 40.573
52 40.686 1.6517 7.2622 20308.0 40.686
53 40.212 0.6676 4.2 21125.0 40.212
54 40.164 0.24407 2.1741 3220.5 40.164
55 40.344 0.9357 4.1489 9474.2 40.344
56 40.676 0.39245 2.4408 6181.5 40.676
57 40.515 0.1839 1.6239 3650.8 40.515
58 39.792 2.1614 6.8706 20201.0 39.792
59 40.826 0.66424 2.9104 4784.0 40.826
60 40.784 0.29748 1.8452 2039.6 40.784
61 39.6 0.75324 4.8121 10801.0 39.6
62 41.259 0.33579 2.9117 10025.0 41.259
63 40.959 0.15028 1.8564 7508.6 40.959
64 40.266 1.8739 5.8866 13444.0 40.266
65 40.288 0.75314 3.344 5678.3 40.288
66 40.468 0.32399 2.0253 4831.4 40.468
67 39.486 1.3155 4.2142 7105.1 39.486
68 41.016 0.51265 2.2359 2231.4 41.016
69 40.864 0.29265 1.8118 8717.3 40.864
70 40.368 0.875 3.8774 6709.6 40.368
71 40.452 0.35618 2.2275 3371.9 40.452
72 40.417 0.18062 1.5988 2147.7 40.417
73 42.736 2.008 5.9433 16306.0 42.736
74 40.7 0.70524 3.0997 3960.3 40.7
75 40.99 0.32061 1.9787 6130.9 40.99
76 40.635 2.0031 6.2353 9372.2 40.635
77 41.848 0.82948 3.5458 5834.0 41.848
78 40.662 0.34803 2.1653 9451.9 40.662
