# Number of Tags, Misstags and Rejected as a function of k. The ISR has pt > 50
# Number of Events 262243
# k_cut 	 Tags 	 MissTags 	 Total_Events 
1.200000	0.840816	0.159184	262243
1.218000	0.848275	0.151725	249511
1.236000	0.851389	0.148611	244854
1.254000	0.853285	0.146715	240609
1.272000	0.855759	0.144241	237714
1.290000	0.858376	0.141624	234982
1.308000	0.860805	0.139195	231065
1.326000	0.867110	0.132890	224162
1.344000	0.868861	0.131139	221254
1.362000	0.871754	0.128246	216795
1.380000	0.873359	0.126641	213904
1.398000	0.876227	0.123773	210441
1.416000	0.877649	0.122351	207935
1.434000	0.880336	0.119664	203302
1.452000	0.883026	0.116974	200173
1.470000	0.883508	0.116492	198083
1.488000	0.885377	0.114623	194961
1.506000	0.887387	0.112613	191576
1.524000	0.888722	0.111278	188726
1.542000	0.889503	0.110497	186493
1.560000	0.891346	0.108654	182947
1.578000	0.894709	0.105291	177327
1.596000	0.895121	0.104879	175688
1.614000	0.896141	0.103859	173225
1.632000	0.899029	0.100971	169772
1.650000	0.902087	0.097913	165750
1.668000	0.902899	0.097101	164046
1.686000	0.905075	0.094925	160474
1.704000	0.907464	0.092536	157345
1.722000	0.909968	0.090032	154622
1.740000	0.910414	0.089586	153182
1.758000	0.912098	0.087902	149758
1.776000	0.915461	0.084539	146027
1.794000	0.915553	0.084447	144138
1.812000	0.916438	0.083562	142769
1.830000	0.918261	0.081739	140570
1.848000	0.921290	0.078710	137606
1.866000	0.923244	0.076756	134270
1.884000	0.924704	0.075296	133114
1.902000	0.925655	0.074345	131105
1.920000	0.926270	0.073730	130083
1.938000	0.928942	0.071058	127811
1.956000	0.931522	0.068478	123441
1.974000	0.932654	0.067346	121492
1.992000	0.934619	0.065381	119545
2.010000	0.935908	0.064092	117877
2.028000	0.937731	0.062269	115708
2.046000	0.939774	0.060226	112841
2.064000	0.941059	0.058941	110518
2.082000	0.941742	0.058258	107247
2.100000	0.943107	0.056893	104952
2.118000	0.945172	0.054828	103195
2.136000	0.946599	0.053401	101365
2.154000	0.947515	0.052485	99839
2.172000	0.949231	0.050769	98013
2.190000	0.950849	0.049151	95929
2.208000	0.953184	0.046816	93516
2.226000	0.954495	0.045505	90540
2.244000	0.956725	0.043275	88689
2.262000	0.958151	0.041849	87481
2.280000	0.961536	0.038464	85352
2.298000	0.963018	0.036982	83663
2.316000	0.963318	0.036682	82301
2.334000	0.964873	0.035127	80934
2.352000	0.966241	0.033759	78290
2.370000	0.967753	0.032247	76752
2.388000	0.969073	0.030927	75273
2.406000	0.970158	0.029842	74258
2.424000	0.971700	0.028300	72367
2.442000	0.973104	0.026896	71015
2.460000	0.974686	0.025314	69449
2.478000	0.977065	0.022935	67581
2.496000	0.978063	0.021937	66282
2.514000	0.979518	0.020482	64837
2.532000	0.979789	0.020211	63827
2.550000	0.980791	0.019209	61794
2.568000	0.981310	0.018690	61264
2.586000	0.982357	0.017643	59456
2.604000	0.982918	0.017082	58540
2.622000	0.983879	0.016121	57192
2.640000	0.984612	0.015388	56344
2.658000	0.985139	0.014861	55311
2.676000	0.985474	0.014526	54178
2.694000	0.985599	0.014401	53537
2.712000	0.986518	0.013482	52069
2.730000	0.987562	0.012438	51212
2.748000	0.988734	0.011266	50241
2.766000	0.988998	0.011002	48992
2.784000	0.989623	0.010377	47800
2.802000	0.990619	0.009381	46905
2.820000	0.991226	0.008774	45475
2.838000	0.991414	0.008586	44725
2.856000	0.991284	0.008716	42566
2.874000	0.991760	0.008240	41990
2.892000	0.991980	0.008020	41399
2.910000	0.992147	0.007853	40494
2.928000	0.992734	0.007266	39088
2.946000	0.993044	0.006956	38383
2.964000	0.993474	0.006526	37081
2.982000	0.994240	0.005760	36109
