# Number of Tags, Misstags and Rejected as a function of k. The ISR has pt > 300
# Number of Events 39908
# k_cut 	 Tags 	 MissTags 	 Total_Events 
1.200000	0.858474	0.141526	39908
1.218000	0.859972	0.140028	39492
1.236000	0.861239	0.138761	39305
1.254000	0.862159	0.137841	39103
1.272000	0.862538	0.137462	39029
1.290000	0.862763	0.137237	38889
1.308000	0.862904	0.137096	38783
1.326000	0.863518	0.136482	38679
1.344000	0.863726	0.136274	38562
1.362000	0.864651	0.135349	38375
1.380000	0.866053	0.133947	38127
1.398000	0.866322	0.133678	37942
1.416000	0.866697	0.133303	37741
1.434000	0.868328	0.131672	37396
1.452000	0.869598	0.130402	37024
1.470000	0.869907	0.130093	36812
1.488000	0.870032	0.129968	36486
1.506000	0.870418	0.129582	36008
1.524000	0.871886	0.128114	35609
1.542000	0.871995	0.128005	35358
1.560000	0.872237	0.127763	35057
1.578000	0.873309	0.126691	34604
1.596000	0.874231	0.125769	34277
1.614000	0.874478	0.125522	34026
1.632000	0.874533	0.125467	33706
1.650000	0.875373	0.124627	33187
1.668000	0.875348	0.124652	33004
1.686000	0.874996	0.125004	32607
1.704000	0.876512	0.123488	32238
1.722000	0.878806	0.121194	31792
1.740000	0.879037	0.120963	31398
1.758000	0.880722	0.119278	31062
1.776000	0.881014	0.118986	30743
1.794000	0.881227	0.118773	30394
1.812000	0.882235	0.117765	30043
1.830000	0.883225	0.116775	29604
1.848000	0.884795	0.115205	29122
1.866000	0.885354	0.114646	28601
1.884000	0.887126	0.112874	28111
1.902000	0.888588	0.111412	27726
1.920000	0.890190	0.109810	27320
1.938000	0.891174	0.108826	26786
1.956000	0.892705	0.107295	26320
1.974000	0.893822	0.106178	25787
1.992000	0.895490	0.104510	25213
2.010000	0.897915	0.102085	24793
2.028000	0.900330	0.099670	24260
2.046000	0.901697	0.098303	23753
2.064000	0.903540	0.096460	23191
2.082000	0.904134	0.095866	22688
2.100000	0.905060	0.094940	22330
2.118000	0.909083	0.090917	21624
2.136000	0.909216	0.090784	21160
2.154000	0.911728	0.088272	20754
2.172000	0.913865	0.086135	20224
2.190000	0.916278	0.083722	19708
2.208000	0.919030	0.080970	19007
2.226000	0.921319	0.078681	18556
2.244000	0.922796	0.077204	18069
2.262000	0.927257	0.072743	17555
2.280000	0.931833	0.068167	16797
2.298000	0.932441	0.067559	16282
2.316000	0.932520	0.067480	15901
2.334000	0.935970	0.064030	15477
2.352000	0.938535	0.061465	14919
2.370000	0.940677	0.059323	14497
2.388000	0.942477	0.057523	14064
2.406000	0.944424	0.055576	13693
2.424000	0.947050	0.052950	13239
2.442000	0.949396	0.050604	12588
2.460000	0.952389	0.047611	12182
2.478000	0.955047	0.044953	11879
2.496000	0.958594	0.041406	11520
2.514000	0.959434	0.040566	11167
2.532000	0.960315	0.039685	10810
2.550000	0.962783	0.037217	10506
2.568000	0.963578	0.036422	10241
2.586000	0.965726	0.034274	9891
2.604000	0.966839	0.033161	9650
2.622000	0.966739	0.033261	9260
2.640000	0.967907	0.032093	9005
2.658000	0.969428	0.030572	8668
2.676000	0.969683	0.030317	8477
2.694000	0.970331	0.029669	8224
2.712000	0.973866	0.026134	7806
2.730000	0.975482	0.024518	7464
2.748000	0.976856	0.023144	7302
2.766000	0.977215	0.022785	7110
2.784000	0.977439	0.022561	6826
2.802000	0.980981	0.019019	6625
2.820000	0.983642	0.016358	6480
2.838000	0.983516	0.016484	6309
2.856000	0.983273	0.016727	6098
2.874000	0.984052	0.015948	5957
2.892000	0.985322	0.014678	5791
2.910000	0.986030	0.013970	5655
2.928000	0.986060	0.013940	5452
2.946000	0.986379	0.013621	5139
2.964000	0.987602	0.012398	5001
2.982000	0.988575	0.011425	4814
