# Number of Tags, Misstags and Rejected as a function of k. The ISR has pt > 300
# Number of Events 50306
# k_cut 	 Tags 	 MissTags 	 Total_Events 
1.200000	0.875184	0.124816	50306
1.218000	0.875120	0.124880	50144
1.236000	0.874968	0.125032	50011
1.254000	0.875638	0.124362	49758
1.272000	0.875645	0.124355	49624
1.290000	0.876684	0.123316	49223
1.308000	0.876776	0.123224	48635
1.326000	0.877598	0.122402	48112
1.344000	0.879072	0.120928	47458
1.362000	0.879008	0.120992	47036
1.380000	0.880271	0.119729	46313
1.398000	0.882195	0.117805	45346
1.416000	0.883328	0.116672	44441
1.434000	0.883697	0.116303	43576
1.452000	0.884780	0.115220	42944
1.470000	0.886736	0.113264	42220
1.488000	0.890803	0.109197	41100
1.506000	0.894455	0.105545	40106
1.524000	0.897548	0.102452	39033
1.542000	0.900626	0.099374	37887
1.560000	0.904051	0.095949	36707
1.578000	0.909903	0.090097	35051
1.596000	0.919855	0.080145	33327
1.614000	0.925920	0.074080	31925
1.632000	0.928986	0.071014	30698
1.650000	0.933270	0.066730	29612
1.668000	0.943183	0.056817	27615
1.686000	0.947239	0.052761	26535
1.704000	0.951370	0.048630	25519
1.722000	0.952544	0.047456	25160
1.740000	0.955457	0.044543	24134
1.758000	0.959945	0.040055	23143
1.776000	0.966357	0.033643	22174
1.794000	0.967322	0.032678	21727
1.812000	0.970019	0.029981	21247
1.830000	0.971401	0.028599	20665
1.848000	0.973641	0.026359	20145
1.866000	0.975557	0.024443	19719
1.884000	0.976085	0.023915	19402
1.902000	0.976441	0.023559	19016
1.920000	0.977380	0.022620	18656
1.938000	0.977988	0.022012	18354
1.956000	0.979347	0.020653	18012
1.974000	0.980744	0.019256	17553
1.992000	0.981593	0.018407	17222
2.010000	0.982576	0.017424	16816
2.028000	0.982745	0.017255	16575
2.046000	0.983153	0.016847	16383
2.064000	0.984211	0.015789	15960
2.082000	0.984636	0.015364	15751
2.100000	0.984713	0.015287	15634
2.118000	0.985067	0.014933	15268
2.136000	0.986350	0.013650	14945
2.154000	0.986681	0.013319	14716
2.172000	0.986661	0.013339	14619
2.190000	0.986995	0.013005	14456
2.208000	0.987361	0.012639	14163
2.226000	0.987756	0.012244	13803
2.244000	0.988503	0.011497	13656
2.262000	0.988565	0.011435	13555
2.280000	0.988813	0.011187	13409
2.298000	0.989799	0.010201	13038
2.316000	0.990087	0.009913	12811
2.334000	0.990345	0.009655	12739
2.352000	0.990466	0.009534	12586
2.370000	0.991051	0.008949	12404
2.388000	0.991402	0.008598	12212
2.406000	0.991782	0.008218	12046
2.424000	0.991825	0.008175	11865
2.442000	0.991962	0.008038	11694
2.460000	0.992008	0.007992	11637
2.478000	0.992378	0.007622	11414
2.496000	0.992903	0.007097	11132
2.514000	0.992935	0.007065	10899
2.532000	0.993433	0.006567	10659
2.550000	0.993392	0.006608	10593
2.568000	0.993437	0.006563	10514
2.586000	0.993702	0.006298	10320
2.604000	0.994131	0.005869	10052
2.622000	0.994166	0.005834	9942
2.640000	0.994303	0.005697	9830
2.658000	0.994746	0.005254	9707
2.676000	0.994697	0.005303	9617
2.694000	0.994836	0.005164	9489
2.712000	0.994746	0.005254	9326
2.730000	0.994933	0.005067	9079
2.748000	0.995091	0.004909	8963
2.766000	0.995294	0.004706	8712
2.784000	0.995472	0.004528	8614
2.802000	0.995853	0.004147	8440
2.820000	0.995790	0.004210	8313
2.838000	0.995857	0.004143	8207
2.856000	0.995954	0.004046	8157
2.874000	0.996137	0.003863	8024
2.892000	0.996059	0.003941	7866
2.910000	0.996509	0.003491	7735
2.928000	0.997213	0.002787	7535
2.946000	0.997179	0.002821	7444
2.964000	0.997149	0.002851	7365
2.982000	0.997232	0.002768	7226
