# Number of Tags, Misstags and Rejected as a function of k. The ISR has pt > 50
# Number of Events 154174
# k_cut 	 Tags 	 MissTags 	 Total_Events 
1.200000	0.950452	0.049548	154174
1.218000	0.954224	0.045776	150954
1.236000	0.955276	0.044724	149225
1.254000	0.956287	0.043713	147372
1.272000	0.957290	0.042710	145844
1.290000	0.958231	0.041769	144604
1.308000	0.959260	0.040740	142587
1.326000	0.960863	0.039137	140557
1.344000	0.961937	0.038063	139005
1.362000	0.963144	0.036856	137211
1.380000	0.964182	0.035818	135350
1.398000	0.965677	0.034323	133323
1.416000	0.966661	0.033339	131587
1.434000	0.967573	0.032427	129832
1.452000	0.968198	0.031802	127728
1.470000	0.969497	0.030503	126317
1.488000	0.970255	0.029745	123752
1.506000	0.971201	0.028799	121461
1.524000	0.971934	0.028066	120003
1.542000	0.972631	0.027369	118198
1.560000	0.973201	0.026799	116832
1.578000	0.973906	0.026094	115198
1.596000	0.974457	0.025543	113807
1.614000	0.975035	0.024965	112796
1.632000	0.975683	0.024317	111032
1.650000	0.976092	0.023908	109839
1.668000	0.976738	0.023262	108590
1.686000	0.977124	0.022876	107666
1.704000	0.977770	0.022230	106253
1.722000	0.978239	0.021761	105509
1.740000	0.978856	0.021144	103956
1.758000	0.979149	0.020851	102730
1.776000	0.979568	0.020432	101848
1.794000	0.980208	0.019792	100897
1.812000	0.980526	0.019474	100289
1.830000	0.981064	0.018936	99174
1.848000	0.981555	0.018445	98022
1.866000	0.981945	0.018055	97427
1.884000	0.982246	0.017754	96768
1.902000	0.982658	0.017342	95894
1.920000	0.983324	0.016676	94988
1.938000	0.983783	0.016217	94038
1.956000	0.984122	0.015878	93146
1.974000	0.984597	0.015403	91344
1.992000	0.984896	0.015104	90241
2.010000	0.985158	0.014842	89140
2.028000	0.985408	0.014592	88543
2.046000	0.985872	0.014128	87133
2.064000	0.986345	0.013655	86123
2.082000	0.986811	0.013189	85068
2.100000	0.987118	0.012882	83139
2.118000	0.987588	0.012412	81778
2.136000	0.988016	0.011984	80605
2.154000	0.988258	0.011742	79206
2.172000	0.988762	0.011238	78038
2.190000	0.988949	0.011051	77187
2.208000	0.989243	0.010757	76137
2.226000	0.989698	0.010302	74841
2.244000	0.989967	0.010033	74353
2.262000	0.990141	0.009859	73743
2.280000	0.990444	0.009556	72831
2.298000	0.990510	0.009490	72283
2.316000	0.990687	0.009313	71405
2.334000	0.990986	0.009014	70337
2.352000	0.991367	0.008633	69613
2.370000	0.991549	0.008451	68870
2.388000	0.991674	0.008326	68099
2.406000	0.991922	0.008078	67595
2.424000	0.992165	0.007835	67132
2.442000	0.992227	0.007773	66124
2.460000	0.992403	0.007597	65419
2.478000	0.992598	0.007402	64715
2.496000	0.992886	0.007114	63681
2.514000	0.992983	0.007017	62991
2.532000	0.993136	0.006864	62358
2.550000	0.993222	0.006778	61673
2.568000	0.993470	0.006530	60948
2.586000	0.993676	0.006324	60405
2.604000	0.993844	0.006156	59132
2.622000	0.993967	0.006033	58345
2.640000	0.994137	0.005863	57825
2.658000	0.994298	0.005702	57353
2.676000	0.994366	0.005634	56619
2.694000	0.994497	0.005503	55787
2.712000	0.994743	0.005257	54976
2.730000	0.994960	0.005040	53964
2.748000	0.995196	0.004804	53085
2.766000	0.995299	0.004701	52325
2.784000	0.995487	0.004513	51629
2.802000	0.995713	0.004287	50851
2.820000	0.995828	0.004172	50094
2.838000	0.996011	0.003989	49380
2.856000	0.996184	0.003816	48999
2.874000	0.996216	0.003784	48095
2.892000	0.996501	0.003499	47439
2.910000	0.996580	0.003420	46195
2.928000	0.996665	0.003335	45271
2.946000	0.996764	0.003236	44497
2.964000	0.996837	0.003163	43626
2.982000	0.997024	0.002976	43014
