# Number of Tags, Misstags and Rejected as a function of k. The ISR has pt > 50
# Number of Events 276149
# k_cut 	 Tags 	 MissTags 	 Total_Events 
1.200000	0.904016	0.095984	276149
1.218000	0.907015	0.092985	270893
1.236000	0.910331	0.089669	265944
1.254000	0.913198	0.086802	260431
1.272000	0.914958	0.085042	257213
1.290000	0.916263	0.083737	254653
1.308000	0.918076	0.081924	251439
1.326000	0.919078	0.080922	248883
1.344000	0.921981	0.078019	245222
1.362000	0.922426	0.077574	243330
1.380000	0.924790	0.075210	238839
1.398000	0.926753	0.073247	235585
1.416000	0.928897	0.071103	230566
1.434000	0.929904	0.070096	228286
1.452000	0.930800	0.069200	225490
1.470000	0.934809	0.065191	221795
1.488000	0.936615	0.063385	218491
1.506000	0.939267	0.060733	214709
1.524000	0.942400	0.057600	210765
1.542000	0.944434	0.055566	206997
1.560000	0.947791	0.052209	202359
1.578000	0.950082	0.049918	198888
1.596000	0.954011	0.045989	194588
1.614000	0.957002	0.042998	191126
1.632000	0.958524	0.041476	188014
1.650000	0.960478	0.039522	185543
1.668000	0.963742	0.036258	180787
1.686000	0.965585	0.034415	178003
1.704000	0.967670	0.032330	174698
1.722000	0.968445	0.031555	173251
1.740000	0.969607	0.030393	170665
1.758000	0.971343	0.028657	167463
1.776000	0.973637	0.026363	164398
1.794000	0.974409	0.025591	162750
1.812000	0.975382	0.024618	161387
1.830000	0.976026	0.023974	159462
1.848000	0.976843	0.023157	158008
1.866000	0.978351	0.021649	154741
1.884000	0.978500	0.021500	154093
1.902000	0.978776	0.021224	153226
1.920000	0.979617	0.020383	150711
1.938000	0.980269	0.019731	148595
1.956000	0.980784	0.019216	147376
1.974000	0.981237	0.018763	145875
1.992000	0.981763	0.018237	144490
2.010000	0.982059	0.017941	143472
2.028000	0.982278	0.017722	142762
2.046000	0.982863	0.017137	140687
2.064000	0.983794	0.016206	138590
2.082000	0.983874	0.016126	137174
2.100000	0.983967	0.016033	136592
2.118000	0.984326	0.015674	134999
2.136000	0.984703	0.015297	134142
2.154000	0.985089	0.014911	132658
2.172000	0.985264	0.014736	131519
2.190000	0.985715	0.014285	129995
2.208000	0.986203	0.013797	128577
2.226000	0.986433	0.013567	127220
2.244000	0.986770	0.013230	126455
2.262000	0.986870	0.013130	125823
2.280000	0.987088	0.012912	124690
2.298000	0.987303	0.012697	123650
2.316000	0.987894	0.012106	121761
2.334000	0.988034	0.011966	121341
2.352000	0.988276	0.011724	120355
2.370000	0.988906	0.011094	117989
2.388000	0.989212	0.010788	116800
2.406000	0.989524	0.010476	115410
2.424000	0.989611	0.010389	114539
2.442000	0.989924	0.010076	113242
2.460000	0.989975	0.010025	112921
2.478000	0.990226	0.009774	112036
2.496000	0.990400	0.009600	110732
2.514000	0.990615	0.009385	109755
2.532000	0.990900	0.009100	108567
2.550000	0.991321	0.008679	107496
2.568000	0.991402	0.008598	107115
2.586000	0.991636	0.008364	105338
2.604000	0.991810	0.008190	104401
2.622000	0.991947	0.008053	103317
2.640000	0.992307	0.007693	101907
2.658000	0.992721	0.007279	100432
2.676000	0.992949	0.007051	99562
2.694000	0.993182	0.006818	98410
2.712000	0.993190	0.006810	97217
2.730000	0.993237	0.006763	96255
2.748000	0.993339	0.006661	95784
2.766000	0.993623	0.006377	94409
2.784000	0.993697	0.006303	93613
2.802000	0.993785	0.006215	92994
2.820000	0.994030	0.005970	91452
2.838000	0.994146	0.005854	90534
2.856000	0.994264	0.005736	89267
2.874000	0.994429	0.005571	88499
2.892000	0.994615	0.005385	86720
2.910000	0.994759	0.005241	85479
2.928000	0.994832	0.005168	84953
2.946000	0.994879	0.005121	83778
2.964000	0.995010	0.004990	82160
2.982000	0.995222	0.004778	80578
