# Number of Tags, Misstags and Rejected as a function of k. The ISR has pt > 200
# Number of Events 123831
# k_cut 	 Tags 	 MissTags 	 Total_Events 
1.200000	0.843949	0.156051	123831
1.218000	0.847513	0.152487	121256
1.236000	0.852382	0.147618	118217
1.254000	0.856254	0.143746	115767
1.272000	0.858913	0.141087	113852
1.290000	0.860376	0.139624	112853
1.308000	0.862837	0.137163	110562
1.326000	0.863565	0.136435	109349
1.344000	0.868074	0.131926	106598
1.362000	0.868272	0.131728	105634
1.380000	0.871582	0.128418	102844
1.398000	0.874593	0.125407	100449
1.416000	0.877058	0.122942	97501
1.434000	0.878211	0.121789	95674
1.452000	0.879065	0.120935	94241
1.470000	0.886806	0.113194	90623
1.488000	0.889788	0.110212	88529
1.506000	0.894368	0.105632	86375
1.524000	0.899712	0.100288	83460
1.542000	0.903013	0.096987	81186
1.560000	0.909286	0.090714	77882
1.578000	0.913165	0.086835	75488
1.596000	0.921134	0.078866	72617
1.614000	0.927564	0.072436	69330
1.632000	0.930570	0.069430	67190
1.650000	0.934466	0.065534	65523
1.668000	0.941472	0.058528	62210
1.686000	0.945386	0.054614	60387
1.704000	0.949188	0.050812	58726
1.722000	0.950934	0.049066	57738
1.740000	0.952330	0.047670	56472
1.758000	0.956326	0.043674	54518
1.776000	0.961294	0.038706	52731
1.794000	0.962121	0.037879	52008
1.812000	0.964788	0.035212	50835
1.830000	0.965647	0.034353	49952
1.848000	0.967884	0.032116	48886
1.866000	0.969902	0.030098	47778
1.884000	0.970202	0.029798	47386
1.902000	0.970842	0.029158	46676
1.920000	0.972104	0.027896	45777
1.938000	0.973008	0.026992	45087
1.956000	0.974442	0.025558	44292
1.974000	0.975152	0.024848	43706
1.992000	0.975752	0.024248	43055
2.010000	0.976260	0.023740	42545
2.028000	0.976724	0.023276	41931
2.046000	0.977459	0.022541	41258
2.064000	0.978742	0.021258	40362
2.082000	0.978871	0.021129	40134
2.100000	0.979071	0.020929	39802
2.118000	0.979405	0.020595	39136
2.136000	0.980106	0.019894	38655
2.154000	0.980895	0.019105	38001
2.172000	0.981092	0.018908	37708
2.190000	0.981221	0.018779	37436
2.208000	0.981655	0.018345	36850
2.226000	0.981891	0.018109	36335
2.244000	0.982401	0.017599	36024
2.262000	0.982594	0.017406	35678
2.280000	0.983290	0.016710	35068
2.298000	0.983698	0.016302	34536
2.316000	0.984214	0.015786	33955
2.334000	0.984578	0.015422	33589
2.352000	0.985018	0.014982	33173
2.370000	0.985324	0.014676	32911
2.388000	0.985855	0.014145	32379
2.406000	0.985978	0.014022	32163
2.424000	0.985923	0.014077	31897
2.442000	0.986389	0.013611	31444
2.460000	0.986389	0.013611	31298
2.478000	0.987238	0.012762	30481
2.496000	0.987700	0.012300	29918
2.514000	0.987740	0.012260	29608
2.532000	0.988045	0.011955	29277
2.550000	0.988219	0.011781	29114
2.568000	0.988488	0.011512	28840
2.586000	0.988923	0.011077	28347
2.604000	0.989545	0.010455	27643
2.622000	0.989779	0.010221	27297
2.640000	0.990033	0.009967	26888
2.658000	0.990343	0.009657	26508
2.676000	0.990632	0.009368	26154
2.694000	0.990761	0.009239	25870
2.712000	0.990687	0.009313	25663
2.730000	0.990796	0.009204	25316
2.748000	0.990871	0.009129	25084
2.766000	0.991264	0.008736	24495
2.784000	0.991435	0.008565	24051
2.802000	0.991669	0.008331	23767
2.820000	0.991676	0.008324	23545
2.838000	0.991745	0.008255	23258
2.856000	0.991789	0.008211	23140
2.874000	0.991839	0.008161	22915
2.892000	0.992100	0.007900	22533
2.910000	0.992639	0.007361	21871
2.928000	0.992808	0.007192	21551
2.946000	0.992807	0.007193	21272
2.964000	0.993067	0.006933	20913
2.982000	0.993499	0.006501	20457
