# Number of Tags, Misstags and Rejected as a function of k. The ISR has pt > 200
# Number of Events 19934
# k_cut 	 Tags 	 MissTags 	 Total_Events 
1.200000	0.994783	0.005217	19934
1.218000	0.995462	0.004538	19613
1.236000	0.995579	0.004421	19225
1.254000	0.995610	0.004390	18906
1.272000	0.995872	0.004128	18654
1.290000	0.996215	0.003785	18494
1.308000	0.996263	0.003737	18197
1.326000	0.996361	0.003639	17862
1.344000	0.996533	0.003467	17592
1.362000	0.996613	0.003387	17421
1.380000	0.996881	0.003119	16991
1.398000	0.996842	0.003158	16785
1.416000	0.997014	0.002986	16412
1.434000	0.997067	0.002933	16024
1.452000	0.997022	0.002978	15448
1.470000	0.997201	0.002799	15362
1.488000	0.997204	0.002796	14664
1.506000	0.997229	0.002771	14076
1.524000	0.997262	0.002738	13881
1.542000	0.997411	0.002589	13519
1.560000	0.997366	0.002634	13288
1.578000	0.997459	0.002541	12986
1.596000	0.997416	0.002584	12769
1.614000	0.997475	0.002525	12672
1.632000	0.997489	0.002511	12346
1.650000	0.997537	0.002463	12179
1.668000	0.997502	0.002498	12011
1.686000	0.997472	0.002528	11868
1.704000	0.997601	0.002399	11673
1.722000	0.997582	0.002418	11581
1.740000	0.997542	0.002458	11393
1.758000	0.997594	0.002406	11224
1.776000	0.997557	0.002443	11054
1.794000	0.997716	0.002284	10948
1.812000	0.997788	0.002212	10849
1.830000	0.997852	0.002148	10708
1.848000	0.998018	0.001982	10595
1.866000	0.998106	0.001894	10559
1.884000	0.998090	0.001910	10471
1.902000	0.998059	0.001941	10304
1.920000	0.998235	0.001765	10198
1.938000	0.998195	0.001805	9971
1.956000	0.998168	0.001832	9824
1.974000	0.998292	0.001708	9368
1.992000	0.998365	0.001635	9172
2.010000	0.998443	0.001557	8991
2.028000	0.998435	0.001565	8943
2.046000	0.998732	0.001268	8676
2.064000	0.998828	0.001172	8532
2.082000	0.998804	0.001196	8361
2.100000	0.998855	0.001145	7859
2.118000	0.998945	0.001055	7581
2.136000	0.999189	0.000811	7396
2.154000	0.999162	0.000838	7161
2.172000	0.999146	0.000854	7028
2.190000	0.999126	0.000874	6864
2.208000	0.999100	0.000900	6667
2.226000	0.999075	0.000925	6487
2.244000	0.999070	0.000930	6449
2.262000	0.999058	0.000942	6367
2.280000	0.999041	0.000959	6259
2.298000	0.999032	0.000968	6196
2.316000	0.999013	0.000987	6078
2.334000	0.998992	0.001008	5951
2.352000	0.999154	0.000846	5913
2.370000	0.999144	0.000856	5841
2.388000	0.999128	0.000872	5735
2.406000	0.999123	0.000877	5702
2.424000	0.999118	0.000882	5666
2.442000	0.999089	0.000911	5488
2.460000	0.999069	0.000931	5372
2.478000	0.999237	0.000763	5244
2.496000	0.999216	0.000784	5103
2.514000	0.999398	0.000602	4984
2.532000	0.999389	0.000611	4906
2.550000	0.999372	0.000628	4778
2.568000	0.999359	0.000641	4682
2.586000	0.999357	0.000643	4664
2.604000	0.999332	0.000668	4491
2.622000	0.999315	0.000685	4378
2.640000	0.999305	0.000695	4315
2.658000	0.999300	0.000700	4284
2.676000	0.999286	0.000714	4200
2.694000	0.999271	0.000729	4113
2.712000	0.999247	0.000753	3984
2.730000	0.999227	0.000773	3881
2.748000	0.999199	0.000801	3746
2.766000	0.999451	0.000549	3645
2.784000	0.999438	0.000562	3558
2.802000	0.999421	0.000579	3455
2.820000	0.999706	0.000294	3399
2.838000	0.999697	0.000303	3296
2.856000	0.999695	0.000305	3274
2.874000	0.999684	0.000316	3167
2.892000	0.999680	0.000320	3122
2.910000	0.999660	0.000340	2938
2.928000	0.999642	0.000358	2793
2.946000	0.999634	0.000366	2734
2.964000	0.999620	0.000380	2635
2.982000	0.999617	0.000383	2613
