# Number of Tags, Misstags and Rejected as a function of k. The ISR has pt > 150
# Number of Events 155766
# k_cut 	 Tags 	 MissTags 	 Total_Events 
1.200000	0.865279	0.134721	155766
1.218000	0.868745	0.131255	152474
1.236000	0.873100	0.126900	148850
1.254000	0.876492	0.123508	145869
1.272000	0.878898	0.121102	143854
1.290000	0.880173	0.119827	142781
1.308000	0.882503	0.117497	140361
1.326000	0.883356	0.116644	138798
1.344000	0.887543	0.112457	135509
1.362000	0.887908	0.112092	134051
1.380000	0.890964	0.109036	130764
1.398000	0.893724	0.106276	127875
1.416000	0.896064	0.103936	124711
1.434000	0.897274	0.102726	122715
1.452000	0.898156	0.101844	121087
1.470000	0.904711	0.095289	117432
1.488000	0.907354	0.092646	115213
1.506000	0.911331	0.088669	112553
1.524000	0.916140	0.083860	109242
1.542000	0.918940	0.081060	106835
1.560000	0.924238	0.075762	103125
1.578000	0.927751	0.072249	100071
1.596000	0.934118	0.065882	97053
1.614000	0.939356	0.060644	93727
1.632000	0.941869	0.058131	91432
1.650000	0.944920	0.055080	89633
1.668000	0.950382	0.049618	86159
1.686000	0.953747	0.046253	83951
1.704000	0.956891	0.043109	82001
1.722000	0.958243	0.041757	80921
1.740000	0.959336	0.040664	79530
1.758000	0.962320	0.037680	77574
1.776000	0.966231	0.033769	75365
1.794000	0.967036	0.032964	74415
1.812000	0.969037	0.030963	73153
1.830000	0.969894	0.030106	71880
1.848000	0.971516	0.028484	70741
1.866000	0.973256	0.026744	69324
1.884000	0.973474	0.026526	68839
1.902000	0.973946	0.026054	68129
1.920000	0.975263	0.024737	66622
1.938000	0.975991	0.024009	65767
1.956000	0.977050	0.022950	64925
1.974000	0.977730	0.022270	64076
1.992000	0.978148	0.021852	63380
2.010000	0.978756	0.021244	62560
2.028000	0.979095	0.020905	61946
2.046000	0.979821	0.020179	60806
2.064000	0.980738	0.019262	59807
2.082000	0.980815	0.019185	59526
2.100000	0.980996	0.019004	59039
2.118000	0.981241	0.018759	58372
2.136000	0.981726	0.018274	57841
2.154000	0.982394	0.017606	56913
2.172000	0.982573	0.017427	56521
2.190000	0.983084	0.016916	55686
2.208000	0.983499	0.016501	54845
2.226000	0.983676	0.016324	54213
2.244000	0.984044	0.015956	53837
2.262000	0.984222	0.015778	53428
2.280000	0.984726	0.015274	52640
2.298000	0.985012	0.014988	52108
2.316000	0.985383	0.014617	51515
2.334000	0.985629	0.014371	51146
2.352000	0.985955	0.014045	50624
2.370000	0.986539	0.013461	49698
2.388000	0.987046	0.012954	49018
2.406000	0.987242	0.012758	48518
2.424000	0.987323	0.012677	47881
2.442000	0.987658	0.012342	47399
2.460000	0.987657	0.012343	47232
2.478000	0.988226	0.011774	46374
2.496000	0.988544	0.011456	45741
2.514000	0.988579	0.011421	45354
2.532000	0.988941	0.011059	44669
2.550000	0.989055	0.010945	44494
2.568000	0.989231	0.010769	44202
2.586000	0.989477	0.010523	43524
2.604000	0.989861	0.010139	42708
2.622000	0.990023	0.009977	42298
2.640000	0.990458	0.009542	41397
2.658000	0.990676	0.009324	40969
2.676000	0.991153	0.008847	40239
2.694000	0.991389	0.008611	39717
2.712000	0.991349	0.008651	39419
2.730000	0.991414	0.008586	39019
2.748000	0.991459	0.008541	38753
2.766000	0.991765	0.008235	38129
2.784000	0.991864	0.008136	37610
2.802000	0.992030	0.007970	37267
2.820000	0.992137	0.007863	36626
2.838000	0.992178	0.007822	36309
2.856000	0.992236	0.007764	35936
2.874000	0.992651	0.007349	35380
2.892000	0.992800	0.007200	34862
2.910000	0.993170	0.006830	33968
2.928000	0.993296	0.006704	33564
2.946000	0.993277	0.006723	33168
2.964000	0.993507	0.006493	32342
2.982000	0.993772	0.006228	31793
