# Number of Tags, Misstags and Rejected as a function of k. The ISR has pt > 150
# Number of Events 36612
# k_cut 	 Tags 	 MissTags 	 Total_Events 
1.200000	0.993117	0.006883	36612
1.218000	0.993645	0.006355	36033
1.236000	0.993677	0.006323	35425
1.254000	0.993631	0.006369	34856
1.272000	0.993873	0.006127	34437
1.290000	0.994233	0.005767	34157
1.308000	0.994286	0.005714	33601
1.326000	0.994490	0.005510	33029
1.344000	0.994657	0.005343	32569
1.362000	0.994813	0.005187	32198
1.380000	0.995029	0.004971	31582
1.398000	0.995218	0.004782	31159
1.416000	0.995553	0.004447	30579
1.434000	0.995698	0.004302	29989
1.452000	0.995745	0.004255	29142
1.470000	0.995957	0.004043	28938
1.488000	0.996055	0.003945	27881
1.506000	0.996368	0.003632	26983
1.524000	0.996469	0.003531	26622
1.542000	0.996580	0.003420	26022
1.560000	0.996526	0.003474	25616
1.578000	0.996572	0.003428	25086
1.596000	0.996518	0.003482	24696
1.614000	0.996648	0.003352	24460
1.632000	0.996653	0.003347	23904
1.650000	0.996736	0.003264	23589
1.668000	0.996820	0.003180	23270
1.686000	0.996785	0.003215	23014
1.704000	0.996996	0.003004	22637
1.722000	0.997064	0.002936	22480
1.740000	0.997103	0.002897	22089
1.758000	0.997107	0.002893	21773
1.776000	0.997073	0.002927	21524
1.794000	0.997230	0.002770	21300
1.812000	0.997304	0.002696	21145
1.830000	0.997369	0.002631	20903
1.848000	0.997484	0.002516	20667
1.866000	0.997522	0.002478	20578
1.884000	0.997551	0.002449	20419
1.902000	0.997615	0.002385	20125
1.920000	0.997743	0.002257	19937
1.938000	0.997755	0.002245	19601
1.956000	0.997778	0.002222	19352
1.974000	0.997800	0.002200	18636
1.992000	0.997813	0.002187	18289
2.010000	0.997829	0.002171	17967
2.028000	0.997816	0.002184	17861
2.046000	0.998046	0.001954	17402
2.064000	0.998131	0.001869	17121
2.082000	0.998158	0.001842	16830
2.100000	0.998193	0.001807	16053
2.118000	0.998270	0.001730	15607
2.136000	0.998559	0.001441	15270
2.154000	0.998586	0.001414	14853
2.172000	0.998629	0.001371	14588
2.190000	0.998604	0.001396	14322
2.208000	0.998643	0.001357	14006
2.226000	0.998684	0.001316	13683
2.244000	0.998676	0.001324	13596
2.262000	0.998660	0.001340	13428
2.280000	0.998636	0.001364	13201
2.298000	0.998624	0.001376	13081
2.316000	0.998677	0.001323	12847
2.334000	0.998729	0.001271	12585
2.352000	0.998880	0.001120	12496
2.370000	0.998946	0.001054	12329
2.388000	0.998929	0.001071	12138
2.406000	0.998922	0.001078	12058
2.424000	0.998915	0.001085	11979
2.442000	0.998886	0.001114	11671
2.460000	0.998868	0.001132	11486
2.478000	0.998936	0.001064	11274
2.496000	0.999001	0.000999	11006
2.514000	0.999165	0.000835	10781
2.532000	0.999154	0.000846	10638
2.550000	0.999232	0.000768	10415
2.568000	0.999219	0.000781	10238
2.586000	0.999214	0.000786	10175
2.604000	0.999185	0.000815	9819
2.622000	0.999166	0.000834	9595
2.640000	0.999155	0.000845	9463
2.658000	0.999147	0.000853	9379
2.676000	0.999131	0.000869	9206
2.694000	0.999222	0.000778	8999
2.712000	0.999203	0.000797	8785
2.730000	0.999183	0.000817	8567
2.748000	0.999160	0.000840	8329
2.766000	0.999263	0.000737	8137
2.784000	0.999372	0.000628	7965
2.802000	0.999357	0.000643	7773
2.820000	0.999475	0.000525	7620
2.838000	0.999596	0.000404	7419
2.856000	0.999593	0.000407	7364
2.874000	0.999579	0.000421	7132
2.892000	0.999573	0.000427	7029
2.910000	0.999551	0.000449	6682
2.928000	0.999535	0.000465	6455
2.946000	0.999525	0.000475	6311
2.964000	0.999511	0.000489	6130
2.982000	0.999506	0.000494	6067
