# Number of Tags, Misstags and Rejected as a function of k. The ISR has pt > 100
# Number of Events 71444
# k_cut 	 Tags 	 MissTags 	 Total_Events 
1.200000	0.987697	0.012303	71444
1.218000	0.988426	0.011574	70246
1.236000	0.988572	0.011428	69301
1.254000	0.988893	0.011107	68333
1.272000	0.989258	0.010742	67583
1.290000	0.989634	0.010366	67047
1.308000	0.989827	0.010173	66057
1.326000	0.990209	0.009791	65057
1.344000	0.990416	0.009584	64277
1.362000	0.990725	0.009275	63506
1.380000	0.990978	0.009022	62512
1.398000	0.991433	0.008567	61633
1.416000	0.991776	0.008224	60677
1.434000	0.991976	0.008024	59698
1.452000	0.992127	0.007873	58424
1.470000	0.992569	0.007431	57867
1.488000	0.992751	0.007249	56284
1.506000	0.993079	0.006921	54902
1.524000	0.993228	0.006772	54192
1.542000	0.993531	0.006469	53175
1.560000	0.993538	0.006462	52460
1.578000	0.993715	0.006285	51548
1.596000	0.993781	0.006219	50809
1.614000	0.993882	0.006118	50347
1.632000	0.993946	0.006054	49386
1.650000	0.994041	0.005959	48836
1.668000	0.994133	0.005867	48240
1.686000	0.994242	0.005758	47760
1.704000	0.994368	0.005632	47052
1.722000	0.994394	0.005606	46738
1.740000	0.994540	0.005460	45971
1.758000	0.994599	0.005401	45360
1.776000	0.994660	0.005340	44947
1.794000	0.994852	0.005148	44480
1.812000	0.994908	0.005092	44191
1.830000	0.994964	0.005036	43683
1.848000	0.995086	0.004914	43145
1.866000	0.995200	0.004800	42918
1.884000	0.995260	0.004740	42615
1.902000	0.995420	0.004580	42139
1.920000	0.995593	0.004407	41751
1.938000	0.995659	0.004341	41232
1.956000	0.995879	0.004121	40766
1.974000	0.995941	0.004059	39663
1.992000	0.995981	0.004019	39067
2.010000	0.996027	0.003973	38511
2.028000	0.996106	0.003894	38264
2.046000	0.996294	0.003706	37505
2.064000	0.996403	0.003597	36977
2.082000	0.996463	0.003537	36470
2.100000	0.996565	0.003435	35225
2.118000	0.996666	0.003334	34495
2.136000	0.996928	0.003072	33857
2.154000	0.997067	0.002933	33074
2.172000	0.997204	0.002796	32544
2.190000	0.997225	0.002775	32069
2.208000	0.997205	0.002795	31483
2.226000	0.997341	0.002659	30836
2.244000	0.997356	0.002644	30639
2.262000	0.997396	0.002604	30333
2.280000	0.997420	0.002580	29847
2.298000	0.997467	0.002533	29606
2.316000	0.997495	0.002505	29139
2.334000	0.997483	0.002517	28611
2.352000	0.997672	0.002328	28353
2.370000	0.997785	0.002215	27991
2.388000	0.997755	0.002245	27613
2.406000	0.997847	0.002153	27406
2.424000	0.997834	0.002166	27236
2.442000	0.997826	0.002174	26683
2.460000	0.997874	0.002126	26336
2.478000	0.997921	0.002079	25974
2.496000	0.998074	0.001926	25437
2.514000	0.998163	0.001837	25043
2.532000	0.998183	0.001817	24762
2.550000	0.998237	0.001763	24392
2.568000	0.998254	0.001746	24061
2.586000	0.998241	0.001759	23875
2.604000	0.998319	0.001681	23199
2.622000	0.998333	0.001667	22800
2.640000	0.998358	0.001642	22534
2.658000	0.998344	0.001656	22349
2.676000	0.998409	0.001591	21995
2.694000	0.998424	0.001576	21579
2.712000	0.998441	0.001559	21170
2.730000	0.998504	0.001496	20719
2.748000	0.998520	0.001480	20271
2.766000	0.998593	0.001407	19897
2.784000	0.998670	0.001330	19544
2.802000	0.998695	0.001305	19163
2.820000	0.998779	0.001221	18834
2.838000	0.998915	0.001085	18441
2.856000	0.998962	0.001038	18308
2.874000	0.998936	0.001064	17852
2.892000	0.999091	0.000909	17597
2.910000	0.999056	0.000944	16954
2.928000	0.999031	0.000969	16509
2.946000	0.999011	0.000989	16180
2.964000	0.999115	0.000885	15828
2.982000	0.999233	0.000767	15637
