# Number of Tags, Misstags and Rejected as a function of k. The ISR has pt > 250
# Number of Events 80543
# k_cut 	 Tags 	 MissTags 	 Total_Events 
1.200000	0.856772	0.143228	80543
1.218000	0.856695	0.143305	80381
1.236000	0.856570	0.143430	80248
1.254000	0.856929	0.143071	79995
1.272000	0.856901	0.143099	79861
1.290000	0.857450	0.142550	79460
1.308000	0.857720	0.142280	78690
1.326000	0.858420	0.141580	77963
1.344000	0.861639	0.138361	76539
1.362000	0.861508	0.138492	76084
1.380000	0.864175	0.135825	74110
1.398000	0.866513	0.133487	72524
1.416000	0.867476	0.132524	71036
1.434000	0.868060	0.131940	69706
1.452000	0.868733	0.131267	68974
1.470000	0.875337	0.124663	66475
1.488000	0.878638	0.121362	64864
1.506000	0.882992	0.117008	63218
1.524000	0.888231	0.111769	60804
1.542000	0.891662	0.108338	59010
1.560000	0.897714	0.102286	56430
1.578000	0.901798	0.098202	54490
1.596000	0.911537	0.088463	51852
1.614000	0.918606	0.081394	49365
1.632000	0.921548	0.078452	47800
1.650000	0.926159	0.073841	46248
1.668000	0.935272	0.064728	43304
1.686000	0.940395	0.059605	41574
1.704000	0.944896	0.055104	40124
1.722000	0.947008	0.052992	39383
1.740000	0.948829	0.051171	38244
1.758000	0.953556	0.046444	36797
1.776000	0.959960	0.040040	35365
1.794000	0.960939	0.039061	34715
1.812000	0.964394	0.035606	33758
1.830000	0.965553	0.034447	33007
1.848000	0.968708	0.031292	32117
1.866000	0.970952	0.029048	31465
1.884000	0.971368	0.028632	31119
1.902000	0.971931	0.028069	30532
1.920000	0.973278	0.026722	29863
1.938000	0.973844	0.026156	29477
1.956000	0.975233	0.024767	28910
1.974000	0.976346	0.023654	28325
1.992000	0.977198	0.022802	27804
2.010000	0.978031	0.021969	27311
2.028000	0.978343	0.021657	26873
2.046000	0.979294	0.020706	26418
2.064000	0.980207	0.019793	25868
2.082000	0.980424	0.019576	25643
2.100000	0.980464	0.019536	25492
2.118000	0.980672	0.019328	25042
2.136000	0.981806	0.018194	24569
2.154000	0.982313	0.017687	24199
2.172000	0.982364	0.017636	24042
2.190000	0.982589	0.017411	23778
2.208000	0.983151	0.016849	23325
2.226000	0.983501	0.016499	22850
2.244000	0.984367	0.015633	22581
2.262000	0.984368	0.015632	22454
2.280000	0.985140	0.014860	22073
2.298000	0.985656	0.014344	21681
2.316000	0.985914	0.014086	21368
2.334000	0.986293	0.013707	21157
2.352000	0.986429	0.013571	20927
2.370000	0.986940	0.013060	20674
2.388000	0.987377	0.012623	20360
2.406000	0.987561	0.012439	20179
2.424000	0.987539	0.012461	19982
2.442000	0.988153	0.011847	19583
2.460000	0.988141	0.011859	19479
2.478000	0.989050	0.010950	19087
2.496000	0.989529	0.010471	18622
2.514000	0.989533	0.010467	18343
2.532000	0.990013	0.009987	18024
2.550000	0.989975	0.010025	17956
2.568000	0.990259	0.009741	17760
2.586000	0.990608	0.009392	17461
2.604000	0.990923	0.009077	17077
2.622000	0.990910	0.009090	16941
2.640000	0.991291	0.008709	16650
2.658000	0.991720	0.008280	16425
2.676000	0.991987	0.008013	16224
2.694000	0.992189	0.007811	16003
2.712000	0.992100	0.007900	15822
2.730000	0.992254	0.007746	15492
2.748000	0.992419	0.007581	15301
2.766000	0.992853	0.007147	14832
2.784000	0.992934	0.007066	14719
2.802000	0.993225	0.006775	14466
2.820000	0.993280	0.006720	14285
2.838000	0.993341	0.006659	14117
2.856000	0.993386	0.006614	14061
2.874000	0.993510	0.006490	13867
2.892000	0.994017	0.005983	13538
2.910000	0.994208	0.005792	13295
2.928000	0.994564	0.005436	13061
2.946000	0.994482	0.005518	12868
2.964000	0.994851	0.005149	12625
2.982000	0.995155	0.004845	12385
