# Number of Tags, Misstags and Rejected as a function of k. The ISR has pt > 200
# Number of Events 61341
# k_cut 	 Tags 	 MissTags 	 Total_Events 
1.200000	0.529434	0.470566	61341
1.218000	0.531261	0.468739	60650
1.236000	0.533241	0.466759	60046
1.254000	0.533596	0.466404	59918
1.272000	0.534447	0.465553	59482
1.290000	0.536274	0.463726	58940
1.308000	0.536830	0.463170	58702
1.326000	0.537950	0.462050	58037
1.344000	0.539531	0.460469	57587
1.362000	0.541952	0.458048	56946
1.380000	0.543157	0.456843	56549
1.398000	0.544117	0.455883	56361
1.416000	0.545093	0.454907	56040
1.434000	0.545874	0.454126	55467
1.452000	0.547049	0.452951	54975
1.470000	0.548477	0.451523	54480
1.488000	0.549821	0.450179	53963
1.506000	0.552871	0.447129	53110
1.524000	0.555179	0.444821	52266
1.542000	0.556380	0.443620	51862
1.560000	0.557533	0.442467	51475
1.578000	0.559821	0.440179	50250
1.596000	0.560746	0.439254	49896
1.614000	0.561852	0.438148	49643
1.632000	0.566168	0.433832	48498
1.650000	0.568766	0.431234	47640
1.668000	0.569672	0.430328	47415
1.686000	0.571953	0.428047	46579
1.704000	0.575607	0.424393	45439
1.722000	0.578175	0.421825	44848
1.740000	0.579332	0.420668	44484
1.758000	0.581470	0.418530	43820
1.776000	0.587814	0.412186	42294
1.794000	0.588600	0.411400	42088
1.812000	0.590799	0.409201	41476
1.830000	0.593017	0.406983	40815
1.848000	0.597868	0.402132	39395
1.866000	0.600427	0.399573	38854
1.884000	0.602341	0.397659	38362
1.902000	0.603911	0.396089	37994
1.920000	0.605062	0.394938	37773
1.938000	0.610348	0.389652	36761
1.956000	0.615151	0.384849	35549
1.974000	0.617661	0.382339	35003
1.992000	0.622745	0.377255	34038
2.010000	0.624365	0.375635	33639
2.028000	0.626913	0.373087	32936
2.046000	0.630998	0.369002	32325
2.064000	0.634753	0.365247	31554
2.082000	0.638162	0.361838	30989
2.100000	0.641418	0.358582	30417
2.118000	0.644683	0.355317	29841
2.136000	0.647619	0.352381	29383
2.154000	0.649959	0.350041	28988
2.172000	0.653557	0.346443	28351
2.190000	0.656943	0.343057	27698
2.208000	0.662753	0.337247	26660
2.226000	0.666104	0.333896	26074
2.244000	0.672660	0.327340	25026
2.262000	0.675948	0.324052	24672
2.280000	0.683383	0.316617	23650
2.298000	0.685756	0.314244	23154
2.316000	0.687312	0.312688	22959
2.334000	0.691090	0.308910	22356
2.352000	0.693114	0.306886	21930
2.370000	0.696318	0.303682	21427
2.388000	0.698292	0.301708	20964
2.406000	0.702757	0.297243	20384
2.424000	0.705470	0.294530	19981
2.442000	0.711593	0.288407	19261
2.460000	0.715973	0.284027	18713
2.478000	0.721616	0.278384	18047
2.496000	0.723802	0.276198	17759
2.514000	0.726176	0.273824	17325
2.532000	0.727474	0.272526	17202
2.550000	0.733189	0.266811	16581
2.568000	0.735382	0.264618	16367
2.586000	0.737019	0.262981	16100
2.604000	0.740630	0.259370	15742
2.622000	0.743518	0.256482	15467
2.640000	0.749648	0.250352	14895
2.658000	0.752619	0.247381	14508
2.676000	0.755532	0.244468	14280
2.694000	0.757151	0.242849	14054
2.712000	0.759623	0.240377	13795
2.730000	0.765048	0.234952	13258
2.748000	0.769736	0.230264	12781
2.766000	0.770410	0.229590	12592
2.784000	0.775385	0.224615	12261
2.802000	0.779106	0.220894	11879
2.820000	0.780998	0.219002	11662
2.838000	0.782639	0.217361	11474
2.856000	0.783319	0.216681	11270
2.874000	0.785779	0.214221	11040
2.892000	0.786499	0.213501	10918
2.910000	0.788295	0.211705	10765
2.928000	0.793603	0.206397	10286
2.946000	0.797534	0.202466	9977
2.964000	0.798735	0.201265	9803
2.982000	0.805020	0.194980	9283
