# Number of Tags, Misstags and Rejected as a function of k. The ISR has pt > 100
# Number of Events 156787
# k_cut 	 Tags 	 MissTags 	 Total_Events 
1.200000	0.524316	0.475684	156787
1.218000	0.533199	0.466801	148663
1.236000	0.537688	0.462312	145378
1.254000	0.540323	0.459677	142672
1.272000	0.543021	0.456979	140258
1.290000	0.546186	0.453814	138343
1.308000	0.548025	0.451975	137065
1.326000	0.550962	0.449038	134846
1.344000	0.553147	0.446853	133422
1.362000	0.556639	0.443361	131076
1.380000	0.559878	0.440122	128696
1.398000	0.564700	0.435300	125162
1.416000	0.566358	0.433642	123881
1.434000	0.570676	0.429324	120380
1.452000	0.574667	0.425333	117910
1.470000	0.576535	0.423465	116678
1.488000	0.578371	0.421629	114966
1.506000	0.581754	0.418246	112838
1.524000	0.583694	0.416306	111382
1.542000	0.585861	0.414139	110004
1.560000	0.589732	0.410268	107671
1.578000	0.593197	0.406803	104923
1.596000	0.593959	0.406041	104248
1.614000	0.597420	0.402580	102074
1.632000	0.602475	0.397525	99224
1.650000	0.604608	0.395392	98052
1.668000	0.606071	0.393929	97383
1.686000	0.611456	0.388544	94445
1.704000	0.614396	0.385604	92914
1.722000	0.617051	0.382949	91725
1.740000	0.618337	0.381663	91151
1.758000	0.621876	0.378124	89296
1.776000	0.626329	0.373671	87007
1.794000	0.628776	0.371224	85711
1.812000	0.630328	0.369672	85016
1.830000	0.632696	0.367304	83759
1.848000	0.636264	0.363736	81713
1.866000	0.639386	0.360614	79775
1.884000	0.640604	0.359396	79244
1.902000	0.643086	0.356914	78173
1.920000	0.644010	0.355990	77755
1.938000	0.649915	0.350085	75496
1.956000	0.654078	0.345922	73401
1.974000	0.657368	0.342632	72019
1.992000	0.660501	0.339499	70990
2.010000	0.663201	0.336799	69822
2.028000	0.667402	0.332598	68013
2.046000	0.671603	0.328397	66855
2.064000	0.674246	0.325754	65835
2.082000	0.680720	0.319280	63020
2.100000	0.683475	0.316525	62213
2.118000	0.685877	0.314123	61320
2.136000	0.687717	0.312283	60807
2.154000	0.689639	0.310361	60001
2.172000	0.692748	0.307252	59098
2.190000	0.695900	0.304100	57994
2.208000	0.700373	0.299627	56497
2.226000	0.702958	0.297042	55302
2.244000	0.706665	0.293335	54194
2.262000	0.708363	0.291637	53714
2.280000	0.714382	0.285618	52003
2.298000	0.716274	0.283726	51236
2.316000	0.718108	0.281892	50679
2.334000	0.722179	0.277821	49352
2.352000	0.724364	0.275636	48662
2.370000	0.726754	0.273246	47653
2.388000	0.729061	0.270939	46564
2.406000	0.732102	0.267898	45857
2.424000	0.737112	0.262888	44228
2.442000	0.740464	0.259536	43466
2.460000	0.743071	0.256929	42685
2.478000	0.746304	0.253696	41869
2.496000	0.748625	0.251375	41277
2.514000	0.751401	0.248599	40330
2.532000	0.755359	0.244641	39421
2.550000	0.761999	0.238001	37941
2.568000	0.763246	0.236754	37672
2.586000	0.764676	0.235324	37272
2.604000	0.766494	0.233506	36907
2.622000	0.774307	0.225693	35278
2.640000	0.777502	0.222498	34634
2.658000	0.779074	0.220926	34206
2.676000	0.780679	0.219321	33891
2.694000	0.781975	0.218025	33487
2.712000	0.784443	0.215557	32706
2.730000	0.787833	0.212167	32088
2.748000	0.790073	0.209927	31611
2.766000	0.791465	0.208535	30930
2.784000	0.796042	0.203958	30119
2.802000	0.801402	0.198598	29104
2.820000	0.803262	0.196738	28754
2.838000	0.805841	0.194159	28147
2.856000	0.807067	0.192933	27393
2.874000	0.808216	0.191784	27119
2.892000	0.809325	0.190675	26616
2.910000	0.811977	0.188023	26050
2.928000	0.815543	0.184457	25220
2.946000	0.817254	0.182746	24876
2.964000	0.818720	0.181280	24498
2.982000	0.821594	0.178406	23923
