# Number of Tags, Misstags and Rejected as a function of k. The ISR has pt > 150
# Number of Events 107888
# k_cut 	 Tags 	 MissTags 	 Total_Events 
1.200000	0.505515	0.494485	107888
1.218000	0.514075	0.485925	103088
1.236000	0.519563	0.480437	100240
1.254000	0.522246	0.477754	99028
1.272000	0.524552	0.475448	97609
1.290000	0.528759	0.471241	95709
1.308000	0.530928	0.469072	94721
1.326000	0.534760	0.465240	92535
1.344000	0.536368	0.463632	91715
1.362000	0.539779	0.460221	90124
1.380000	0.541479	0.458521	89034
1.398000	0.544273	0.455727	87276
1.416000	0.545741	0.454259	86508
1.434000	0.549676	0.450324	84146
1.452000	0.554509	0.445491	82060
1.470000	0.556496	0.443504	81086
1.488000	0.557668	0.442332	80460
1.506000	0.560733	0.439267	79059
1.524000	0.562951	0.437049	77957
1.542000	0.563901	0.436099	77471
1.560000	0.568012	0.431988	75560
1.578000	0.571574	0.428426	73707
1.596000	0.572456	0.427544	73258
1.614000	0.573466	0.426534	72646
1.632000	0.579526	0.420474	70040
1.650000	0.581557	0.418443	69142
1.668000	0.583398	0.416602	68521
1.686000	0.587247	0.412753	66793
1.704000	0.590207	0.409793	65560
1.722000	0.592830	0.407170	64715
1.740000	0.594340	0.405660	64209
1.758000	0.598568	0.401432	62429
1.776000	0.603452	0.396548	60888
1.794000	0.605469	0.394531	60046
1.812000	0.607402	0.392598	59361
1.830000	0.610267	0.389733	58127
1.848000	0.614067	0.385933	56629
1.866000	0.615990	0.384010	56009
1.884000	0.617527	0.382473	55481
1.902000	0.619295	0.380705	54751
1.920000	0.620433	0.379567	54333
1.938000	0.627585	0.372415	52224
1.956000	0.631324	0.368676	50920
1.974000	0.633760	0.366240	50202
1.992000	0.637778	0.362222	49177
2.010000	0.641065	0.358935	48109
2.028000	0.643302	0.356698	47194
2.046000	0.648495	0.351505	46116
2.064000	0.651393	0.348607	45263
2.082000	0.655385	0.344615	44113
2.100000	0.658397	0.341603	43413
2.118000	0.661401	0.338599	42540
2.136000	0.663757	0.336243	42038
2.154000	0.666353	0.333647	41409
2.172000	0.669918	0.330082	40602
2.190000	0.673211	0.326789	39781
2.208000	0.677401	0.322599	38630
2.226000	0.680629	0.319371	37840
2.244000	0.685512	0.314488	36790
2.262000	0.687675	0.312325	36382
2.280000	0.695671	0.304329	34673
2.298000	0.697574	0.302426	34167
2.316000	0.698714	0.301286	33908
2.334000	0.702358	0.297642	33080
2.352000	0.705214	0.294786	32393
2.370000	0.708248	0.291752	31561
2.388000	0.710022	0.289978	30992
2.406000	0.714017	0.285983	30327
2.424000	0.719287	0.280713	29393
2.442000	0.723755	0.276245	28663
2.460000	0.727140	0.272860	28084
2.478000	0.731627	0.268373	27268
2.496000	0.734444	0.265556	26759
2.514000	0.736937	0.263063	26085
2.532000	0.738363	0.261637	25822
2.550000	0.743992	0.256008	24925
2.568000	0.745538	0.254462	24711
2.586000	0.747597	0.252403	24342
2.604000	0.750177	0.249823	23981
2.622000	0.755310	0.244690	23213
2.640000	0.759674	0.240326	22611
2.658000	0.761832	0.238168	22207
2.676000	0.764019	0.235981	21917
2.694000	0.765704	0.234296	21571
2.712000	0.767451	0.232549	21303
2.730000	0.771225	0.228775	20754
2.748000	0.774326	0.225674	20277
2.766000	0.774880	0.225120	20016
2.784000	0.779797	0.220203	19373
2.802000	0.786683	0.213317	18503
2.820000	0.787940	0.212060	18259
2.838000	0.791565	0.208435	17665
2.856000	0.792703	0.207297	17212
2.874000	0.794464	0.205536	16980
2.892000	0.794698	0.205302	16785
2.910000	0.796970	0.203030	16500
2.928000	0.801591	0.198409	15841
2.946000	0.804114	0.195886	15509
2.964000	0.805777	0.194223	15199
2.982000	0.809894	0.190106	14655
