# Number of Tags, Misstags and Rejected as a function of k. The ISR has pt > 200
# Number of Events 113347
# k_cut 	 Tags 	 MissTags 	 Total_Events 
1.200000	0.823065	0.176935	113347
1.218000	0.825366	0.174634	112223
1.236000	0.827100	0.172900	111417
1.254000	0.827172	0.172828	110885
1.272000	0.828314	0.171686	109974
1.290000	0.829180	0.170820	109138
1.308000	0.829950	0.170050	108586
1.326000	0.832712	0.167288	107784
1.344000	0.833591	0.166409	107242
1.362000	0.834919	0.165081	106548
1.380000	0.836285	0.163715	105763
1.398000	0.836601	0.163399	105105
1.416000	0.836861	0.163139	104144
1.434000	0.837895	0.162105	102816
1.452000	0.839187	0.160813	101708
1.470000	0.839677	0.160323	101027
1.488000	0.840917	0.159083	99596
1.506000	0.842278	0.157722	97932
1.524000	0.844352	0.155648	96911
1.542000	0.844848	0.155152	95693
1.560000	0.845663	0.154337	94514
1.578000	0.849512	0.150488	92612
1.596000	0.850312	0.149688	91704
1.614000	0.850440	0.149560	90579
1.632000	0.853323	0.146677	88862
1.650000	0.855367	0.144633	87449
1.668000	0.855375	0.144625	86555
1.686000	0.857433	0.142567	84746
1.704000	0.861319	0.138681	82621
1.722000	0.863183	0.136817	81123
1.740000	0.863279	0.136721	80105
1.758000	0.865615	0.134385	78595
1.776000	0.869444	0.130556	76810
1.794000	0.869517	0.130483	76286
1.812000	0.870522	0.129478	75109
1.830000	0.872609	0.127391	73922
1.848000	0.876517	0.123483	71419
1.866000	0.877699	0.122301	69550
1.884000	0.879908	0.120092	68506
1.902000	0.880728	0.119272	67434
1.920000	0.881273	0.118727	66876
1.938000	0.883777	0.116223	65159
1.956000	0.887482	0.112518	63350
1.974000	0.888427	0.111573	61771
1.992000	0.891476	0.108524	60162
2.010000	0.892992	0.107008	59332
2.028000	0.895679	0.104321	58013
2.046000	0.898338	0.101662	56629
2.064000	0.900020	0.099980	54901
2.082000	0.900873	0.099127	53497
2.100000	0.902716	0.097284	52691
2.118000	0.905576	0.094424	51311
2.136000	0.907544	0.092456	49905
2.154000	0.909152	0.090848	49071
2.172000	0.911670	0.088330	47832
2.190000	0.914304	0.085696	46525
2.208000	0.917740	0.082260	45028
2.226000	0.919680	0.080320	43949
2.244000	0.922755	0.077245	42294
2.262000	0.925362	0.074638	41440
2.280000	0.930658	0.069342	39889
2.298000	0.932599	0.067401	38679
2.316000	0.932921	0.067079	38000
2.334000	0.935155	0.064845	36996
2.352000	0.937258	0.062742	35861
2.370000	0.939503	0.060497	34663
2.388000	0.941327	0.058673	33695
2.406000	0.943175	0.056825	32908
2.424000	0.945470	0.054530	32111
2.442000	0.947583	0.052417	30849
2.460000	0.950758	0.049242	29873
2.478000	0.955520	0.044480	28777
2.496000	0.957678	0.042322	28236
2.514000	0.959855	0.040145	27326
2.532000	0.960010	0.039990	26782
2.550000	0.961821	0.038179	25983
2.568000	0.962676	0.037324	25533
2.586000	0.964439	0.035561	24915
2.604000	0.965497	0.034503	24259
2.622000	0.966293	0.033707	23378
2.640000	0.967801	0.032199	22765
2.658000	0.968456	0.031544	21811
2.676000	0.969043	0.030957	21094
2.694000	0.969204	0.030796	20717
2.712000	0.971146	0.028854	19997
2.730000	0.973303	0.026697	19216
2.748000	0.975800	0.024200	18554
2.766000	0.976140	0.023860	18231
2.784000	0.977013	0.022987	17619
2.802000	0.979101	0.020899	17130
2.820000	0.980339	0.019661	16581
2.838000	0.980148	0.019852	16119
2.856000	0.979968	0.020032	15775
2.874000	0.981004	0.018996	15372
2.892000	0.981421	0.018579	15125
2.910000	0.981906	0.018094	14922
2.928000	0.983073	0.016927	14297
2.946000	0.983636	0.016364	13750
2.964000	0.984433	0.015567	13297
2.982000	0.986159	0.013841	12499
