# Number of Tags, Misstags and Rejected as a function of k. The ISR has pt > 100
# Number of Events 200314
# k_cut 	 Tags 	 MissTags 	 Total_Events 
1.200000	0.887666	0.112334	200314
1.218000	0.890835	0.109165	196281
1.236000	0.894596	0.105404	191910
1.254000	0.897646	0.102354	187917
1.272000	0.899674	0.100326	185436
1.290000	0.900823	0.099177	184055
1.308000	0.902904	0.097096	181469
1.326000	0.903733	0.096267	179843
1.344000	0.907316	0.092684	176405
1.362000	0.907775	0.092225	174584
1.380000	0.910567	0.089433	170899
1.398000	0.913048	0.086952	167645
1.416000	0.915165	0.084835	163871
1.434000	0.916312	0.083688	161720
1.452000	0.917185	0.082815	159645
1.470000	0.922566	0.077434	155953
1.488000	0.924772	0.075228	153107
1.506000	0.928099	0.071901	150179
1.524000	0.931998	0.068002	146672
1.542000	0.934420	0.065580	143610
1.560000	0.938750	0.061250	139756
1.578000	0.941629	0.058371	136610
1.596000	0.946652	0.053348	133013
1.614000	0.950777	0.049223	129614
1.632000	0.952790	0.047210	127027
1.650000	0.955283	0.044717	124807
1.668000	0.959508	0.040492	120714
1.686000	0.962056	0.037944	118490
1.704000	0.964434	0.035566	116264
1.722000	0.965563	0.034437	114820
1.740000	0.966504	0.033496	113030
1.758000	0.968766	0.031234	110777
1.776000	0.971683	0.028317	108451
1.794000	0.972309	0.027691	107473
1.812000	0.973756	0.026244	106159
1.830000	0.974656	0.025344	104323
1.848000	0.975816	0.024184	103004
1.866000	0.977145	0.022855	101117
1.884000	0.977312	0.022688	100580
1.902000	0.977649	0.022351	99816
1.920000	0.978851	0.021149	97690
1.938000	0.979446	0.020554	96333
1.956000	0.980172	0.019828	95319
1.974000	0.980656	0.019344	94448
1.992000	0.980992	0.019008	93591
2.010000	0.981439	0.018561	92668
2.028000	0.981684	0.018316	92050
2.046000	0.982516	0.017484	90368
2.064000	0.983432	0.016568	88847
2.082000	0.983459	0.016541	88082
2.100000	0.983594	0.016406	87592
2.118000	0.983780	0.016220	86870
2.136000	0.984110	0.015890	86281
2.154000	0.984571	0.015429	85099
2.172000	0.984702	0.015298	84654
2.190000	0.985206	0.014794	83343
2.208000	0.985671	0.014329	82140
2.226000	0.985934	0.014066	80978
2.244000	0.986195	0.013805	80552
2.262000	0.986346	0.013654	79979
2.280000	0.986703	0.013297	79117
2.298000	0.986942	0.013058	78419
2.316000	0.987234	0.012766	77471
2.334000	0.987429	0.012571	77082
2.352000	0.987791	0.012209	76174
2.370000	0.988405	0.011595	74688
2.388000	0.988754	0.011246	73985
2.406000	0.989045	0.010955	73117
2.424000	0.989165	0.010835	72359
2.442000	0.989394	0.010606	71660
2.460000	0.989426	0.010574	71400
2.478000	0.989820	0.010180	70532
2.496000	0.990031	0.009969	69613
2.514000	0.990162	0.009838	68915
2.532000	0.990435	0.009565	68061
2.550000	0.990511	0.009489	67870
2.568000	0.990642	0.009358	67534
2.586000	0.990958	0.009042	66133
2.604000	0.991221	0.008779	65268
2.622000	0.991323	0.008677	64771
2.640000	0.991843	0.008157	63505
2.658000	0.992093	0.007907	62855
2.676000	0.992439	0.007561	62032
2.694000	0.992655	0.007345	61265
2.712000	0.992688	0.007312	60445
2.730000	0.992734	0.007266	60004
2.748000	0.992767	0.007233	59725
2.766000	0.993043	0.006957	58791
2.784000	0.993105	0.006895	58162
2.802000	0.993236	0.006764	57655
2.820000	0.993353	0.006647	56565
2.838000	0.993394	0.006606	56161
2.856000	0.993424	0.006576	55506
2.874000	0.993695	0.006305	54875
2.892000	0.993948	0.006052	53866
2.910000	0.994189	0.005811	52828
2.928000	0.994307	0.005693	52347
2.946000	0.994285	0.005715	51619
2.964000	0.994431	0.005569	50458
2.982000	0.994642	0.005358	49645
