# Number of Tags, Misstags and Rejected as a function of k. The ISR has pt > 300
# Number of Events 16929
# k_cut 	 Tags 	 MissTags 	 Total_Events 
1.200000	0.555260	0.444740	16929
1.218000	0.555648	0.444352	16910
1.236000	0.555733	0.444267	16884
1.254000	0.556242	0.443758	16838
1.272000	0.556619	0.443381	16814
1.290000	0.558387	0.441613	16716
1.308000	0.559233	0.440767	16587
1.326000	0.560207	0.439793	16435
1.344000	0.562892	0.437108	16250
1.362000	0.563220	0.436780	16150
1.380000	0.565877	0.434123	15954
1.398000	0.569702	0.430298	15638
1.416000	0.571401	0.428599	15385
1.434000	0.571589	0.428411	15142
1.452000	0.574471	0.425529	14979
1.470000	0.576188	0.423812	14799
1.488000	0.580360	0.419640	14491
1.506000	0.585534	0.414466	14240
1.524000	0.588650	0.411350	13886
1.542000	0.592035	0.407965	13560
1.560000	0.596203	0.403797	13222
1.578000	0.602710	0.397290	12696
1.596000	0.613227	0.386773	12157
1.614000	0.621691	0.378309	11710
1.632000	0.627108	0.372892	11325
1.650000	0.633364	0.366636	10970
1.668000	0.647451	0.352549	10200
1.686000	0.654664	0.345336	9831
1.704000	0.662040	0.337960	9510
1.722000	0.664074	0.335926	9386
1.740000	0.672004	0.327996	8994
1.758000	0.682788	0.317212	8581
1.776000	0.691573	0.308427	8164
1.794000	0.696250	0.303750	8000
1.812000	0.704103	0.295897	7800
1.830000	0.710439	0.289561	7577
1.848000	0.716328	0.283672	7343
1.866000	0.722362	0.277638	7164
1.884000	0.725075	0.274925	7031
1.902000	0.729588	0.270412	6871
1.920000	0.732424	0.267576	6742
1.938000	0.737025	0.262975	6609
1.956000	0.742230	0.257770	6467
1.974000	0.747652	0.252348	6281
1.992000	0.754406	0.245594	6128
2.010000	0.759441	0.240559	6011
2.028000	0.758574	0.241426	5919
2.046000	0.761130	0.238870	5840
2.064000	0.766713	0.233287	5714
2.082000	0.768000	0.232000	5625
2.100000	0.769743	0.230257	5559
2.118000	0.774624	0.225376	5391
2.136000	0.781585	0.218415	5224
2.154000	0.786646	0.213354	5137
2.172000	0.787861	0.212139	5091
2.190000	0.790126	0.209874	5003
2.208000	0.793902	0.206098	4920
2.226000	0.796165	0.203835	4798
2.244000	0.800509	0.199491	4712
2.262000	0.803384	0.196616	4669
2.280000	0.806074	0.193926	4610
2.298000	0.813236	0.186764	4503
2.316000	0.817500	0.182500	4400
2.334000	0.818743	0.181257	4375
2.352000	0.819991	0.180009	4322
2.370000	0.822368	0.177632	4256
2.388000	0.822887	0.177113	4212
2.406000	0.823685	0.176315	4163
2.424000	0.824459	0.175541	4113
2.442000	0.826852	0.173148	4037
2.460000	0.829500	0.170500	4000
2.478000	0.834312	0.165688	3917
2.496000	0.838320	0.161680	3810
2.514000	0.840909	0.159091	3740
2.532000	0.844620	0.155380	3662
2.550000	0.843956	0.156044	3640
2.568000	0.845623	0.154377	3621
2.586000	0.848434	0.151566	3543
2.604000	0.850915	0.149085	3441
2.622000	0.853314	0.146686	3395
2.640000	0.854030	0.145970	3350
2.658000	0.855120	0.144880	3320
2.676000	0.857360	0.142640	3288
2.694000	0.860185	0.139815	3240
2.712000	0.864050	0.135950	3185
2.730000	0.868015	0.131985	3114
2.748000	0.870569	0.129431	3075
2.766000	0.879021	0.120979	2984
2.784000	0.882714	0.117286	2933
2.802000	0.884562	0.115438	2876
2.820000	0.887006	0.112994	2832
2.838000	0.887897	0.112103	2801
2.856000	0.890209	0.109791	2778
2.874000	0.891447	0.108553	2736
2.892000	0.894796	0.105204	2690
2.910000	0.896226	0.103774	2650
2.928000	0.896204	0.103796	2582
2.946000	0.895727	0.104273	2551
2.964000	0.897862	0.102138	2526
2.982000	0.899637	0.100363	2481
