# Number of Tags, Misstags and Rejected as a function of k. The ISR has pt > 250
# Number of Events 31137
# k_cut 	 Tags 	 MissTags 	 Total_Events 
1.200000	0.553618	0.446382	31137
1.218000	0.556021	0.443979	30819
1.236000	0.556675	0.443325	30675
1.254000	0.557370	0.442630	30565
1.272000	0.557690	0.442310	30508
1.290000	0.558514	0.441486	30386
1.308000	0.558993	0.441007	30258
1.326000	0.559766	0.440234	30109
1.344000	0.561351	0.438649	29869
1.362000	0.563114	0.436886	29621
1.380000	0.564670	0.435330	29380
1.398000	0.566009	0.433991	29261
1.416000	0.566935	0.433065	29088
1.434000	0.567781	0.432219	28902
1.452000	0.568719	0.431281	28733
1.470000	0.569456	0.430544	28601
1.488000	0.570029	0.429971	28488
1.506000	0.570769	0.429231	28360
1.524000	0.571281	0.428719	28149
1.542000	0.572312	0.427688	27976
1.560000	0.573273	0.426727	27800
1.578000	0.575094	0.424906	27319
1.596000	0.576320	0.423680	27103
1.614000	0.577379	0.422621	26984
1.632000	0.579942	0.420058	26613
1.650000	0.581740	0.418260	26211
1.668000	0.582312	0.417688	26120
1.686000	0.583035	0.416965	25935
1.704000	0.585344	0.414656	25573
1.722000	0.588911	0.411089	25177
1.740000	0.589814	0.410186	25035
1.758000	0.590993	0.409007	24804
1.776000	0.593408	0.406592	24516
1.794000	0.594518	0.405482	24334
1.812000	0.595719	0.404281	24107
1.830000	0.597465	0.402535	23829
1.848000	0.599617	0.400383	23490
1.866000	0.602375	0.397625	23160
1.884000	0.604653	0.395347	22909
1.902000	0.606789	0.393211	22624
1.920000	0.608674	0.391326	22434
1.938000	0.612337	0.387663	22063
1.956000	0.615427	0.384573	21572
1.974000	0.617585	0.382415	21223
1.992000	0.621091	0.378909	20786
2.010000	0.622988	0.377012	20437
2.028000	0.626598	0.373402	19874
2.046000	0.630286	0.369714	19534
2.064000	0.633107	0.366893	19259
2.082000	0.635676	0.364324	19027
2.100000	0.639422	0.360578	18609
2.118000	0.643672	0.356328	18236
2.136000	0.647000	0.353000	17932
2.154000	0.649997	0.350003	17617
2.172000	0.655088	0.344912	17071
2.190000	0.659273	0.340727	16635
2.208000	0.664308	0.335692	16110
2.226000	0.667341	0.332659	15827
2.244000	0.670741	0.329259	15380
2.262000	0.675598	0.324402	15040
2.280000	0.683340	0.316660	14394
2.298000	0.686725	0.313275	14026
2.316000	0.688681	0.311319	13870
2.334000	0.692177	0.307823	13589
2.352000	0.695011	0.304989	13230
2.370000	0.698574	0.301426	12902
2.388000	0.701269	0.298731	12610
2.406000	0.703644	0.296356	12377
2.424000	0.706706	0.293294	12063
2.442000	0.712885	0.287115	11626
2.460000	0.718123	0.281877	11207
2.478000	0.723601	0.276399	10796
2.496000	0.726996	0.273004	10520
2.514000	0.730224	0.269776	10164
2.532000	0.732246	0.267754	10054
2.550000	0.734930	0.265070	9854
2.568000	0.737751	0.262249	9674
2.586000	0.740619	0.259381	9434
2.604000	0.746709	0.253291	9116
2.622000	0.748944	0.251056	8994
2.640000	0.751797	0.248203	8763
2.658000	0.754374	0.245626	8574
2.676000	0.756310	0.243690	8478
2.694000	0.758991	0.241009	8286
2.712000	0.763040	0.236960	8052
2.730000	0.768232	0.231768	7775
2.748000	0.770740	0.229260	7594
2.766000	0.771840	0.228160	7429
2.784000	0.778847	0.221153	7167
2.802000	0.785348	0.214652	6825
2.820000	0.787384	0.212616	6674
2.838000	0.789144	0.210856	6540
2.856000	0.789954	0.210046	6470
2.874000	0.792193	0.207807	6328
2.892000	0.793403	0.206597	6215
2.910000	0.797001	0.202999	6069
2.928000	0.797811	0.202189	5940
2.946000	0.800687	0.199313	5820
2.964000	0.801160	0.198840	5688
2.982000	0.803028	0.196972	5483
