# Number of Tags, Misstags and Rejected as a function of k. The ISR has pt > 100
# Number of Events 131988
# k_cut 	 Tags 	 MissTags 	 Total_Events 
1.200000	0.643255	0.356745	131988
1.218000	0.647437	0.352563	129537
1.236000	0.652621	0.347379	126562
1.254000	0.659219	0.340781	123252
1.272000	0.663269	0.336731	121272
1.290000	0.666970	0.333030	119902
1.308000	0.669210	0.330790	118758
1.326000	0.670643	0.329357	117939
1.344000	0.676730	0.323270	115538
1.362000	0.678166	0.321834	114528
1.380000	0.682588	0.317412	112447
1.398000	0.685547	0.314453	110608
1.416000	0.690772	0.309228	108111
1.434000	0.692313	0.307687	106992
1.452000	0.694892	0.305108	105615
1.470000	0.699080	0.300920	104011
1.488000	0.702222	0.297778	102412
1.506000	0.705764	0.294236	101065
1.524000	0.712178	0.287822	98891
1.542000	0.715874	0.284126	97133
1.560000	0.722103	0.277897	94877
1.578000	0.727062	0.272938	93065
1.596000	0.732955	0.267045	91183
1.614000	0.738898	0.261102	89333
1.632000	0.741930	0.258070	88046
1.650000	0.745442	0.254558	86825
1.668000	0.752074	0.247926	84364
1.686000	0.755134	0.244866	83372
1.704000	0.758633	0.241367	82124
1.722000	0.761585	0.238415	81115
1.740000	0.764112	0.235888	80004
1.758000	0.768031	0.231969	78795
1.776000	0.772959	0.227041	77321
1.794000	0.774473	0.225527	76749
1.812000	0.778118	0.221882	75842
1.830000	0.782978	0.217022	74306
1.848000	0.784907	0.215093	73675
1.866000	0.789047	0.210953	72329
1.884000	0.790786	0.209214	71845
1.902000	0.792128	0.207872	71515
1.920000	0.798170	0.201830	69524
1.938000	0.801709	0.198291	68445
1.956000	0.803936	0.196064	67830
1.974000	0.805625	0.194375	67308
1.992000	0.808240	0.191760	66578
2.010000	0.809702	0.190298	66107
2.028000	0.810709	0.189291	65624
2.046000	0.813181	0.186819	64367
2.064000	0.816114	0.183886	63311
2.082000	0.817373	0.182627	62614
2.100000	0.819190	0.180810	62148
2.118000	0.819981	0.180019	61760
2.136000	0.821380	0.178620	61421
2.154000	0.823717	0.176283	60624
2.172000	0.825559	0.174441	60135
2.190000	0.827394	0.172606	59407
2.208000	0.829943	0.170057	58445
2.226000	0.832610	0.167390	57363
2.244000	0.833485	0.166515	57160
2.262000	0.835068	0.164932	56793
2.280000	0.837542	0.162458	56236
2.298000	0.838654	0.161346	55880
2.316000	0.840493	0.159507	55145
2.334000	0.841510	0.158490	54830
2.352000	0.843366	0.156634	54158
2.370000	0.847322	0.152678	52817
2.388000	0.848898	0.151102	52395
2.406000	0.850832	0.149168	51774
2.424000	0.852256	0.147744	51278
2.442000	0.853220	0.146780	50913
2.460000	0.854985	0.145015	50519
2.478000	0.857194	0.142806	49970
2.496000	0.858270	0.141730	49566
2.514000	0.859563	0.140437	49061
2.532000	0.861694	0.138306	48429
2.550000	0.861983	0.138017	48291
2.568000	0.862585	0.137415	48117
2.586000	0.865624	0.134376	47077
2.604000	0.866838	0.133162	46695
2.622000	0.868545	0.131455	46282
2.640000	0.872352	0.127648	45273
2.658000	0.874097	0.125903	44836
2.676000	0.875203	0.124797	44264
2.694000	0.876623	0.123377	43825
2.712000	0.878265	0.121735	43217
2.730000	0.879086	0.120914	43047
2.748000	0.880162	0.119838	42858
2.766000	0.882159	0.117841	42252
2.784000	0.883364	0.116636	41934
2.802000	0.883810	0.116190	41699
2.820000	0.886690	0.113310	40782
2.838000	0.887409	0.112591	40536
2.856000	0.888306	0.111694	40190
2.874000	0.889115	0.110885	39816
2.892000	0.891357	0.108643	39073
2.910000	0.893233	0.106767	38467
2.928000	0.893555	0.106445	38264
2.946000	0.894422	0.105578	37830
2.964000	0.897392	0.102608	37005
2.982000	0.898571	0.101429	36538
