# Number of Tags, Misstags and Rejected as a function of k. The ISR has pt > 50
# Number of Events 233777
# k_cut 	 Tags 	 MissTags 	 Total_Events 
1.200000	0.676747	0.323253	233777
1.218000	0.682513	0.317487	228699
1.236000	0.686323	0.313677	225152
1.254000	0.691914	0.308086	220140
1.272000	0.696178	0.303822	216709
1.290000	0.699755	0.300245	213982
1.308000	0.702558	0.297442	211567
1.326000	0.704806	0.295194	209313
1.344000	0.709001	0.290999	206489
1.362000	0.710027	0.289973	205374
1.380000	0.713437	0.286563	202514
1.398000	0.715349	0.284651	200674
1.416000	0.720774	0.279226	196153
1.434000	0.722244	0.277756	194775
1.452000	0.724875	0.275125	192276
1.470000	0.727424	0.272576	190655
1.488000	0.730722	0.269278	188114
1.506000	0.733532	0.266468	185895
1.524000	0.738159	0.261841	183096
1.542000	0.741840	0.258160	180237
1.560000	0.746273	0.253727	176883
1.578000	0.751124	0.248876	173870
1.596000	0.755590	0.244410	171057
1.614000	0.759284	0.240716	169058
1.632000	0.761947	0.238053	167135
1.650000	0.764613	0.235387	165315
1.668000	0.769165	0.230835	162116
1.686000	0.771617	0.228383	160524
1.704000	0.774923	0.225077	158110
1.722000	0.776561	0.223439	157090
1.740000	0.779826	0.220174	154628
1.758000	0.783552	0.216448	152064
1.776000	0.786730	0.213270	150035
1.794000	0.789906	0.210094	147905
1.812000	0.792234	0.207766	146814
1.830000	0.795430	0.204570	144997
1.848000	0.796733	0.203267	144185
1.866000	0.800914	0.199086	141100
1.884000	0.802271	0.197729	140369
1.902000	0.803397	0.196603	139835
1.920000	0.807170	0.192830	137432
1.938000	0.810322	0.189678	135503
1.956000	0.811830	0.188170	134655
1.974000	0.813310	0.186690	133478
1.992000	0.815857	0.184143	131762
2.010000	0.816812	0.183188	131193
2.028000	0.817584	0.182416	130575
2.046000	0.819774	0.180226	128583
2.064000	0.822845	0.177155	126584
2.082000	0.825014	0.174986	124970
2.100000	0.826951	0.173049	124098
2.118000	0.828575	0.171425	122549
2.136000	0.829865	0.170135	121897
2.154000	0.831557	0.168443	120771
2.172000	0.833418	0.166582	119623
2.190000	0.834677	0.165323	118701
2.208000	0.837051	0.162949	117221
2.226000	0.839034	0.160966	115807
2.244000	0.839990	0.160010	115224
2.262000	0.840815	0.159185	114829
2.280000	0.842956	0.157044	113643
2.298000	0.843780	0.156220	113078
2.316000	0.847099	0.152901	110974
2.334000	0.847886	0.152114	110542
2.352000	0.849623	0.150377	109611
2.370000	0.853622	0.146378	106874
2.388000	0.854898	0.145102	106022
2.406000	0.856435	0.143565	104879
2.424000	0.857337	0.142663	104302
2.442000	0.859665	0.140335	102925
2.460000	0.860743	0.139257	102465
2.478000	0.861962	0.138038	101856
2.496000	0.863043	0.136957	101127
2.514000	0.864174	0.135826	100231
2.532000	0.866461	0.133539	99095
2.550000	0.868273	0.131727	97945
2.568000	0.868631	0.131369	97725
2.586000	0.870403	0.129597	96360
2.604000	0.871133	0.128867	95897
2.622000	0.873176	0.126824	94556
2.640000	0.875410	0.124590	93306
2.658000	0.879001	0.120999	91406
2.676000	0.879622	0.120378	90789
2.694000	0.880603	0.119397	90111
2.712000	0.882138	0.117862	88943
2.730000	0.883075	0.116925	88347
2.748000	0.883921	0.116079	87940
2.766000	0.885412	0.114588	86885
2.784000	0.886325	0.113675	86404
2.802000	0.886556	0.113444	86095
2.820000	0.889464	0.110536	84425
2.838000	0.891125	0.108875	83380
2.856000	0.892516	0.107484	82347
2.874000	0.892929	0.107071	81908
2.892000	0.894896	0.105104	80311
2.910000	0.895983	0.104017	79564
2.928000	0.896162	0.103838	79335
2.946000	0.897239	0.102761	78483
2.964000	0.899242	0.100758	77225
2.982000	0.901348	0.098652	75802
