# Number of Tags, Misstags and Rejected as a function of k. The ISR has pt > 250
# Number of Events 31673
# k_cut 	 Tags 	 MissTags 	 Total_Events 
1.200000	0.564550	0.435450	31673
1.218000	0.564763	0.435237	31654
1.236000	0.564816	0.435184	31628
1.254000	0.565100	0.434900	31582
1.272000	0.565308	0.434692	31558
1.290000	0.566275	0.433725	31460
1.308000	0.567061	0.432939	31300
1.326000	0.567909	0.432091	31093
1.344000	0.571391	0.428609	30627
1.362000	0.571578	0.428422	30526
1.380000	0.576184	0.423816	29711
1.398000	0.579045	0.420955	29205
1.416000	0.581078	0.418922	28602
1.434000	0.580933	0.419067	28153
1.452000	0.582701	0.417299	27956
1.470000	0.587809	0.412191	27167
1.488000	0.591148	0.408852	26682
1.506000	0.595614	0.404386	26220
1.524000	0.602935	0.397065	25147
1.542000	0.606996	0.393004	24557
1.560000	0.614418	0.385582	23567
1.578000	0.619135	0.380865	22953
1.596000	0.628996	0.371004	22024
1.614000	0.638910	0.361090	20956
1.632000	0.643507	0.356493	20452
1.650000	0.649819	0.350181	19904
1.668000	0.662473	0.337527	18600
1.686000	0.670349	0.329651	17922
1.704000	0.676873	0.323127	17408
1.722000	0.680472	0.319528	17119
1.740000	0.685620	0.314380	16655
1.758000	0.696124	0.303876	15944
1.776000	0.704618	0.295382	15265
1.794000	0.707913	0.292087	14975
1.812000	0.715584	0.284416	14521
1.830000	0.720473	0.279527	14199
1.848000	0.726358	0.273642	13810
1.866000	0.732050	0.267950	13510
1.884000	0.733982	0.266018	13360
1.902000	0.737894	0.262106	13113
1.920000	0.743693	0.256307	12723
1.938000	0.749359	0.250641	12488
1.956000	0.755070	0.244930	12179
1.974000	0.759205	0.240795	11923
1.992000	0.764107	0.235893	11696
2.010000	0.767781	0.232219	11515
2.028000	0.768724	0.231276	11242
2.046000	0.771108	0.228892	11062
2.064000	0.775705	0.224295	10883
2.082000	0.776480	0.223520	10791
2.100000	0.778079	0.221921	10693
2.118000	0.780784	0.219216	10460
2.136000	0.786183	0.213817	10219
2.154000	0.790878	0.209122	10042
2.172000	0.793806	0.206194	9913
2.190000	0.795580	0.204420	9774
2.208000	0.798979	0.201021	9596
2.226000	0.801682	0.198318	9394
2.244000	0.805952	0.194048	9240
2.262000	0.807420	0.192580	9191
2.280000	0.811835	0.188165	9024
2.298000	0.815355	0.184645	8909
2.316000	0.818847	0.181153	8744
2.334000	0.820190	0.179810	8648
2.352000	0.822838	0.177162	8512
2.370000	0.824866	0.175134	8405
2.388000	0.826501	0.173499	8294
2.406000	0.826904	0.173096	8244
2.424000	0.827473	0.172527	8190
2.442000	0.830739	0.169261	8029
2.460000	0.833647	0.166353	7959
2.478000	0.837561	0.162439	7806
2.496000	0.841378	0.158622	7603
2.514000	0.843370	0.156630	7489
2.532000	0.845987	0.154013	7376
2.550000	0.845662	0.154338	7354
2.568000	0.846820	0.153180	7279
2.586000	0.848990	0.151010	7132
2.604000	0.851225	0.148775	6977
2.622000	0.852559	0.147441	6918
2.640000	0.854348	0.145652	6797
2.658000	0.855871	0.144129	6737
2.676000	0.857336	0.142664	6666
2.694000	0.860856	0.139144	6540
2.712000	0.863770	0.136230	6467
2.730000	0.866478	0.133522	6366
2.748000	0.869068	0.130932	6301
2.766000	0.874611	0.125389	6109
2.784000	0.876386	0.123614	6043
2.802000	0.878053	0.121947	5937
2.820000	0.879604	0.120396	5864
2.838000	0.881735	0.118265	5809
2.856000	0.882872	0.117128	5780
2.874000	0.882848	0.117152	5702
2.892000	0.884946	0.115054	5580
2.910000	0.888950	0.111050	5466
2.928000	0.888992	0.111008	5378
2.946000	0.890104	0.109896	5305
2.964000	0.892364	0.107636	5212
2.982000	0.892829	0.107171	5132
