0.40602E+02 0.51809E-01 0.00000E+01 4556026 0 0 170163 0.41891E+04 0.00000E+01 0.40602E+02
1 39.616 1.2811 5.7846 12913.0 39.616
2 39.859 0.46209 2.9328 3969.0 39.859
3 40.474 0.22267 1.9683 9786.0 40.474
4 42.082 1.7611 5.2936 9666.9 42.082
5 40.981 0.65003 2.8374 4385.6 40.981
6 40.729 0.28245 1.7544 1344.0 40.729
7 40.715 0.87483 3.8437 10226.0 40.715
8 41.078 0.36171 2.2276 6781.3 41.078
9 40.574 0.19081 1.6825 8101.5 40.574
10 41.68 1.7482 5.3054 10049.0 41.68
11 39.983 0.66954 2.9956 9922.8 39.983
12 40.751 0.29296 1.8187 3491.2 40.751
13 39.812 2.1745 6.9087 24652.0 39.812
14 40.048 0.69628 3.1101 6976.8 40.048
15 40.777 0.30356 1.8833 2374.6 40.777
16 40.055 1.5749 4.9735 10455.0 40.055
17 41.08 0.64018 2.7877 4119.5 41.08
18 40.395 0.27985 1.7526 2585.4 40.395
19 42.933 3.0496 8.9848 26239.0 42.933
20 40.557 0.78222 3.4502 7478.0 40.557
21 40.439 0.31814 1.9903 1915.2 40.439
22 40.988 0.95665 4.1752 8086.3 40.988
23 40.789 0.39073 2.4233 10361.0 40.789
24 40.58 0.18062 1.5925 3921.0 40.58
25 40.516 0.80231 3.5424 6386.1 40.516
26 40.855 0.36593 2.2659 5925.0 40.855
27 41.018 0.18081 1.5771 3254.3 41.018
28 40.24 1.2403 5.5135 10538.0 40.24
29 40.678 0.50165 3.1198 5097.7 40.678
30 40.366 0.21382 1.8951 4306.1 40.366
31 39.198 0.84553 3.8587 7160.4 39.198
32 40.983 0.39244 2.4225 3290.3 40.983
33 40.595 0.18561 1.6359 2656.8 40.595
34 42.006 1.0886 4.6356 11627.0 42.006
35 40.549 0.36443 2.2736 5554.9 40.549
36 40.481 0.17928 1.5845 1171.8 40.481
37 40.567 1.3774 4.2949 9422.7 40.567
38 40.856 0.54863 2.4021 3358.7 40.856
39 40.74 0.26213 1.6277 1493.1 40.74
40 38.726 1.5262 4.985 14330.0 38.726
41 41.806 0.61934 2.6501 4017.6 41.806
42 40.807 0.28253 1.7515 5989.6 40.807
43 41.67 1.478 6.345 19222.0 41.67
44 39.527 0.4666 2.9864 4998.9 39.527
45 40.624 0.22018 1.9391 3071.0 40.624
46 39.008 2.0179 6.5433 15492.0 39.008
47 40.683 0.78682 3.4597 5161.7 40.683
48 40.51 0.33738 2.1069 4975.4 40.51
49 40.394 0.99947 4.4262 9546.0 40.394
50 40.247 0.37514 2.3581 3379.6 40.247
51 40.628 0.18441 1.6239 2078.7 40.628
52 37.982 1.6142 5.3758 15348.0 37.982
53 40.295 0.65813 2.9217 4589.9 40.295
54 40.457 0.30374 1.8993 5922.0 40.457
55 38.952 2.0846 6.7694 16196.0 38.952
56 40.743 0.77641 3.4089 5276.8 40.743
57 40.075 0.32357 2.0426 1915.4 40.075
58 40.133 1.5943 5.0249 7965.4 40.133
59 40.931 0.69732 3.0476 4898.5 40.931
60 40.83 0.29873 1.8509 2437.1 40.83
61 50.103 4.8633 12.278 53443.0 50.103
62 41.043 0.88951 3.877 7120.7 41.043
63 40.674 0.34743 2.161 2461.8 40.674
64 41.052 2.3869 7.3547 16289.0 41.052
65 40.558 0.79932 3.5255 5867.4 40.558
66 40.626 0.34363 2.1398 4542.8 40.626
67 42.149 1.4848 4.456 8174.3 42.149
68 40.014 0.53215 2.379 3352.3 40.014
69 40.637 0.27576 1.7167 4342.1 40.637
70 42.184 1.6916 5.0724 8252.4 42.184
71 41.502 0.79526 3.4278 17361.0 41.502
72 40.585 0.28059 1.749 2372.3 40.585
73 44.495 2.9187 8.2975 21411.0 44.495
74 40.218 0.82183 3.6554 5560.9 40.218
75 40.505 0.33675 2.1032 2887.2 40.505
76 41.428 1.0791 4.6596 6896.2 41.428
77 40.662 0.4285 2.6659 3833.9 40.662
78 40.607 0.19939 1.7567 3123.0 40.607
